线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,最后可靠采集站点,本车首次观测,截至时间,临时结果,判定规则版本
浦东35路,沪A11062A,06:36,东高路张杨北路,康恩路康浦路,疑似区间车,原方向在全程44%处后消失；随后反向物理轨迹由seq28推进至seq52，推进24站，达到≥2站确认条件,,06:01,2026-09-21 08:50:52,是,dual-evidence-short-turn-v4-terminal-zone
