线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,最后可靠采集站点,本车首次观测,截至时间,临时结果,判定规则版本
浦东35路,沪A67057D,07:12,康恩路康浦路,东高路张杨北路,疑似区间车,同向出现后下一次主采样即未再发现该车，立即启动定向反向追踪；从最后位置反向+3站开始追踪，在康沈路秀浦路方向确认反向推进6站，达到≥5站区间车判据,沪南路华夏西路,06:40,2026-09-19 09:01:15,是,dual-evidence-short-turn-v3
