线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,最后可靠采集站点,本车首次观测,截至时间,临时结果,判定规则版本
浦东35路,沪A11062A,06:36,东高路张杨北路,康恩路康浦路,疑似区间车,原方向在全程43%处后消失；随后反向物理轨迹由seq29推进至seq59，推进30站，达到≥2站确认条件,,06:01,2026-09-24 20:11:10,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A11062A,09:24,东高路张杨北路,康恩路康浦路,疑似区间车,原方向在全程40%处后消失；随后反向物理轨迹由seq28推进至seq63，推进35站，达到≥2站确认条件,,06:01,2026-09-24 20:11:10,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A79307D,12:30,康恩路康浦路,东高路张杨北路,疑似区间车,原方向在全程36%处后消失；随后反向物理轨迹由seq38推进至seq62，推进24站，达到≥2站确认条件,,10:01,2026-09-24 20:11:10,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A51682D,15:35,东高路张杨北路,康恩路康浦路,疑似区间车,原方向在全程46%处后消失；随后反向物理轨迹由seq29推进至seq63，推进34站，达到≥2站确认条件,,07:20,2026-09-24 20:11:10,是,dual-evidence-short-turn-v4-terminal-zone
