线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,最后可靠采集站点,本车首次观测,截至时间,临时结果,判定规则版本
浦东35路,沪A79307D,09:38,康恩路康浦路,东高路张杨北路,疑似区间车,原方向在全程38%处后消失；随后反向物理轨迹由seq38推进至seq60，推进22站，达到≥2站确认条件,,09:11,2026-09-25 20:41:04,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A79307D,12:28,康恩路康浦路,东高路张杨北路,疑似区间车,原方向在全程31%处后消失；随后反向物理轨迹由seq37推进至seq58，推进21站，达到≥2站确认条件,,09:11,2026-09-25 20:41:04,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A79307D,15:22,康恩路康浦路,东高路张杨北路,疑似区间车,原方向在全程36%处后消失；随后反向物理轨迹由seq38推进至seq60，推进22站，达到≥2站确认条件,,09:11,2026-09-25 20:41:04,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A79307D,18:12,康恩路康浦路,东高路张杨北路,疑似区间车,原方向在全程36%处后消失；随后反向物理轨迹由seq39推进至seq62，推进23站，达到≥2站确认条件,,09:11,2026-09-25 20:41:04,是,dual-evidence-short-turn-v4-terminal-zone
浦东35路,沪A67057D,19:10,东高路张杨北路,康恩路康浦路,疑似区间车,原方向在全程44%处后消失；随后反向物理轨迹由seq30推进至seq41，推进11站，达到≥2站确认条件,,07:01,2026-09-25 20:41:04,是,dual-evidence-short-turn-v4-terminal-zone
