线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-25T07:10:34+08:00,2026-09-25T12:40:30+08:00,是,是
浦东78路,沪A35186D,2026-09-25T08:00:45+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A35591D,2026-09-25T06:00:44+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A35616D,2026-09-25T06:30:37+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A36809D,2026-09-25T06:00:44+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A51173D,2026-09-25T12:00:43+08:00,2026-09-25T13:00:41+08:00,否,是
浦东78路,沪A52736D,2026-09-25T08:20:34+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A55150D,2026-09-25T06:00:44+08:00,2026-09-25T12:40:30+08:00,是,是
浦东78路,沪A55207D,2026-09-25T06:30:37+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A56123D,2026-09-25T08:40:32+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A56630D,2026-09-25T06:30:37+08:00,2026-09-25T09:10:31+08:00,是,是
浦东78路,沪A57022D,2026-09-25T07:50:32+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A58633D,2026-09-25T08:40:32+08:00,2026-09-25T13:00:41+08:00,是,是
浦东78路,沪A59117D,2026-09-25T06:50:32+08:00,2026-09-25T10:40:31+08:00,是,是
浦东78路,沪A66391D,2026-09-25T06:00:44+08:00,2026-09-25T11:40:35+08:00,是,是
