线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东35路,沪A02316D,2026-09-21T06:20:56+08:00,2026-09-21T11:40:57+08:00,是,是
浦东35路,沪A02891D,2026-09-21T07:20:59+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A05218D,2026-09-21T06:40:58+08:00,2026-09-21T12:01:05+08:00,是,是
浦东35路,沪A09172D,2026-09-21T06:31:06+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A11062A,2026-09-21T06:01:09+08:00,2026-09-21T11:31:03+08:00,是,是
浦东35路,沪A15330A,2026-09-21T09:31:09+08:00,2026-09-21T09:50:59+08:00,是,否
浦东35路,沪A15790A,2026-09-21T07:20:59+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A36993D,2026-09-21T06:51:38+08:00,2026-09-21T12:21:01+08:00,是,是
浦东35路,沪A37267D,2026-09-21T07:20:59+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A37823D,2026-09-21T07:11:02+08:00,2026-09-21T12:41:00+08:00,否,是
浦东35路,沪A51682D,2026-09-21T07:01:16+08:00,2026-09-21T12:31:09+08:00,是,是
浦东35路,沪A52272D,2026-09-21T06:01:09+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A55102D,2026-09-21T06:40:58+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A57051D,2026-09-21T06:01:09+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A62217D,2026-09-21T06:40:58+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A62880D,2026-09-21T07:11:02+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A62981D,2026-09-21T06:51:38+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A66883D,2026-09-21T06:01:09+08:00,2026-09-21T11:01:15+08:00,是,是
浦东35路,沪A67057D,2026-09-21T06:51:38+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A67672D,2026-09-21T06:51:38+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A67712D,2026-09-21T06:01:09+08:00,2026-09-21T10:31:08+08:00,是,是
浦东35路,沪A68261D,2026-09-21T06:01:09+08:00,2026-09-21T11:10:58+08:00,是,是
浦东35路,沪A68375D,2026-09-21T06:01:09+08:00,2026-09-21T10:50:59+08:00,是,是
浦东35路,沪A68895D,2026-09-21T06:01:09+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A70597D,2026-09-21T06:01:09+08:00,2026-09-21T11:40:57+08:00,是,是
浦东35路,沪A71572D,2026-09-21T07:01:16+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A72873D,2026-09-21T06:01:09+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A73927D,2026-09-21T06:40:58+08:00,2026-09-21T12:10:58+08:00,是,是
浦东35路,沪A79307D,2026-09-21T10:01:11+08:00,2026-09-21T12:41:00+08:00,是,是
浦东35路,沪A95621D,2026-09-21T06:20:56+08:00,2026-09-21T12:41:00+08:00,是,是
