线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-24T06:30:36+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A35186D,2026-09-24T06:00:43+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A35591D,2026-09-24T07:00:43+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A35616D,2026-09-24T06:00:43+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A36809D,2026-09-24T06:50:31+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A36930D,2026-09-24T07:30:34+08:00,2026-09-24T10:10:30+08:00,是,是
浦东78路,沪A37970D,2026-09-24T06:20:29+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A51173D,2026-09-24T07:00:43+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A52736D,2026-09-24T06:00:43+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A53629D,2026-09-24T07:20:32+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A55150D,2026-09-24T06:20:29+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A55207D,2026-09-24T06:30:36+08:00,2026-09-24T18:20:31+08:00,是,是
浦东78路,沪A56123D,2026-09-24T06:00:43+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A56630D,2026-09-24T06:30:36+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A57902D,2026-09-24T07:00:43+08:00,2026-09-24T16:50:32+08:00,是,是
浦东78路,沪A59117D,2026-09-24T06:30:36+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A66391D,2026-09-24T06:50:31+08:00,2026-09-24T19:00:47+08:00,是,是
浦东78路,沪A66631D,2026-09-24T06:20:29+08:00,2026-09-24T11:00:42+08:00,是,是
