线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-17T06:00:39+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A35186D,2026-09-17T06:50:26+08:00,2026-09-17T07:00:40+08:00,否,是
浦东78路,沪A35591D,2026-09-17T06:50:26+08:00,2026-09-17T07:00:40+08:00,否,是
浦东78路,沪A35616D,2026-09-17T06:30:33+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A36809D,2026-09-17T06:30:33+08:00,2026-09-17T06:50:26+08:00,否,是
浦东78路,沪A51173D,2026-09-17T06:30:33+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A52736D,2026-09-17T06:00:39+08:00,2026-09-17T07:00:40+08:00,是,否
浦东78路,沪A55150D,2026-09-17T06:00:39+08:00,2026-09-17T07:00:40+08:00,是,否
浦东78路,沪A55207D,2026-09-17T06:00:39+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A56123D,2026-09-17T07:00:40+08:00,2026-09-17T07:00:40+08:00,否,是
浦东78路,沪A56630D,2026-09-17T06:30:33+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A57022D,2026-09-17T07:00:40+08:00,2026-09-17T07:00:40+08:00,否,是
浦东78路,沪A57902D,2026-09-17T07:00:40+08:00,2026-09-17T07:00:40+08:00,是,否
浦东78路,沪A58633D,2026-09-17T06:00:39+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A59117D,2026-09-17T06:20:27+08:00,2026-09-17T07:00:40+08:00,是,是
浦东78路,沪A66391D,2026-09-17T06:00:39+08:00,2026-09-17T07:00:40+08:00,是,否
