线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-12T08:00:43+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A35186D,2026-09-12T06:00:39+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A35591D,2026-09-12T08:20:24+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A35616D,2026-09-12T06:00:39+08:00,2026-09-12T08:40:25+08:00,是,是
浦东78路,沪A36809D,2026-09-12T08:20:24+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A51173D,2026-09-12T06:30:32+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A52736D,2026-09-12T08:40:25+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A53629D,2026-09-12T12:00:41+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A55150D,2026-09-12T07:10:27+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A56123D,2026-09-12T06:30:32+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A57022D,2026-09-12T06:30:32+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A57902D,2026-09-12T07:50:24+08:00,2026-09-12T18:10:25+08:00,是,是
浦东78路,沪A58633D,2026-09-12T06:50:24+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A60171D,2026-09-12T06:00:39+08:00,2026-09-12T18:20:26+08:00,是,是
浦东78路,沪A66391D,2026-09-12T06:00:39+08:00,2026-09-12T18:20:26+08:00,是,是
