线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-19T06:30:36+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A35186D,2026-09-19T06:00:42+08:00,2026-09-19T11:50:28+08:00,是,是
浦东78路,沪A35591D,2026-09-19T06:00:42+08:00,2026-09-19T12:40:29+08:00,是,是
浦东78路,沪A35616D,2026-09-19T06:30:36+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A36809D,2026-09-19T06:50:28+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A51173D,2026-09-19T07:10:27+08:00,2026-09-19T12:30:35+08:00,是,是
浦东78路,沪A52736D,2026-09-19T08:40:27+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A55150D,2026-09-19T07:50:26+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A55207D,2026-09-19T08:00:44+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A56123D,2026-09-19T12:00:42+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A56630D,2026-09-19T08:20:28+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A57022D,2026-09-19T06:00:42+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A58633D,2026-09-19T06:30:36+08:00,2026-09-19T13:10:27+08:00,是,是
浦东78路,沪A59117D,2026-09-19T06:00:42+08:00,2026-09-19T12:20:28+08:00,是,是
浦东78路,沪A66391D,2026-09-19T08:31:09+08:00,2026-09-19T13:10:27+08:00,是,是
