线路,车牌号,首次观测,最后观测,已上线运行,出现待发
182路,沪A02126A,2026-09-22T07:51:59+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A08953A,2026-09-22T06:21:42+08:00,2026-09-22T17:41:48+08:00,是,是
182路,沪A12050A,2026-09-22T07:21:43+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A13735A,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A31073D,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A32298D,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A35717D,2026-09-22T06:41:43+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A55712D,2026-09-22T07:11:53+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A66513D,2026-09-22T06:11:59+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A67026D,2026-09-22T06:02:15+08:00,2026-09-22T18:41:59+08:00,是,是
182路,沪A67353D,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A67983D,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A68397D,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
182路,沪A68870D,2026-09-22T06:02:15+08:00,2026-09-22T19:21:43+08:00,是,是
