线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东35路,沪A02316D,2026-09-25T06:40:58+08:00,2026-09-25T12:01:10+08:00,是,是
浦东35路,沪A02891D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A05218D,2026-09-25T07:01:55+08:00,2026-09-25T12:31:08+08:00,是,是
浦东35路,沪A09172D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A11062A,2026-09-25T06:21:01+08:00,2026-09-25T14:31:11+08:00,是,是
浦东35路,沪A15330A,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A15790A,2026-09-25T06:51:01+08:00,2026-09-25T14:51:07+08:00,是,是
浦东35路,沪A36993D,2026-09-25T07:11:02+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A37267D,2026-09-25T07:20:59+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A37823D,2026-09-25T06:51:01+08:00,2026-09-25T15:51:00+08:00,是,是
浦东35路,沪A51682D,2026-09-25T07:20:59+08:00,2026-09-25T13:01:17+08:00,是,是
浦东35路,沪A55102D,2026-09-25T07:31:06+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A57051D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A62217D,2026-09-25T06:01:08+08:00,2026-09-25T14:01:11+08:00,是,是
浦东35路,沪A62880D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A62981D,2026-09-25T07:11:02+08:00,2026-09-25T14:01:11+08:00,是,是
浦东35路,沪A65668D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A66883D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A67057D,2026-09-25T07:01:55+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A67672D,2026-09-25T06:31:06+08:00,2026-09-25T15:21:05+08:00,是,是
浦东35路,沪A67712D,2026-09-25T06:01:08+08:00,2026-09-25T15:51:00+08:00,是,是
浦东35路,沪A68261D,2026-09-25T06:11:02+08:00,2026-09-25T11:41:02+08:00,是,是
浦东35路,沪A68375D,2026-09-25T06:01:08+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A70597D,2026-09-25T06:40:58+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A71572D,2026-09-25T06:11:02+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A72873D,2026-09-25T07:20:59+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A73927D,2026-09-25T07:01:55+08:00,2026-09-25T15:31:14+08:00,是,是
浦东35路,沪A79307D,2026-09-25T09:11:02+08:00,2026-09-25T16:01:12+08:00,是,是
浦东35路,沪A95621D,2026-09-25T06:51:01+08:00,2026-09-25T16:01:12+08:00,是,是
