线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东35路,沪A02316D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A05218D,2026-09-16T07:01:07+08:00,2026-09-16T08:31:03+08:00,是,是
浦东35路,沪A09172D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A15790A,2026-09-16T07:20:55+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A17590A,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A36993D,2026-09-16T06:20:58+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A37267D,2026-09-16T07:01:07+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A37823D,2026-09-16T06:50:57+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A51682D,2026-09-16T06:40:54+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A55102D,2026-09-16T06:31:10+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A57051D,2026-09-16T07:01:07+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A62217D,2026-09-16T06:20:58+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A62880D,2026-09-16T06:50:57+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A62981D,2026-09-16T07:20:55+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A65668D,2026-09-16T07:10:53+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A67057D,2026-09-16T06:31:10+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A67672D,2026-09-16T06:31:10+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A67712D,2026-09-16T07:20:55+08:00,2026-09-16T08:31:03+08:00,是,否
浦东35路,沪A68261D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A68375D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A68895D,2026-09-16T06:40:54+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A70597D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A71572D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A72873D,2026-09-16T06:40:54+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A73927D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A90275D,2026-09-16T07:31:08+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A92076D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
浦东35路,沪A95621D,2026-09-16T06:01:11+08:00,2026-09-16T08:40:53+08:00,是,是
