线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-26T07:10:31+08:00,2026-09-26T07:50:32+08:00,否,是
浦东78路,沪A35591D,2026-09-26T06:10:31+08:00,2026-09-26T07:50:32+08:00,是,是
浦东78路,沪A35616D,2026-09-26T06:30:41+08:00,2026-09-26T07:50:32+08:00,是,是
浦东78路,沪A36809D,2026-09-26T06:00:42+08:00,2026-09-26T07:50:32+08:00,是,是
浦东78路,沪A55150D,2026-09-26T06:00:42+08:00,2026-09-26T07:50:32+08:00,是,是
浦东78路,沪A55207D,2026-09-26T06:30:41+08:00,2026-09-26T07:50:32+08:00,是,是
浦东78路,沪A56630D,2026-09-26T06:21:06+08:00,2026-09-26T07:50:32+08:00,是,是
浦东78路,沪A57022D,2026-09-26T07:41:59+08:00,2026-09-26T07:50:32+08:00,否,是
浦东78路,沪A59117D,2026-09-26T06:50:29+08:00,2026-09-26T07:50:32+08:00,否,是
浦东78路,沪A66391D,2026-09-26T06:00:42+08:00,2026-09-26T07:50:32+08:00,是,是
