线路,车牌号,首次观测,最后观测,已上线运行,出现待发
浦东78路,沪A35172D,2026-09-13T08:20:24+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A35186D,2026-09-13T08:40:25+08:00,2026-09-13T13:50:26+08:00,是,是
浦东78路,沪A35591D,2026-09-13T06:50:25+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A35616D,2026-09-13T08:00:42+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A36809D,2026-09-13T06:00:42+08:00,2026-09-13T12:30:31+08:00,是,是
浦东78路,沪A51173D,2026-09-13T06:30:31+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A52736D,2026-09-13T12:00:39+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A53629D,2026-09-13T09:00:40+08:00,2026-09-13T15:10:25+08:00,是,是
浦东78路,沪A55150D,2026-09-13T06:00:42+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A55207D,2026-09-13T06:00:42+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A56123D,2026-09-13T07:10:23+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A56630D,2026-09-13T08:40:25+08:00,2026-09-13T08:50:26+08:00,否,是
浦东78路,沪A57022D,2026-09-13T06:00:42+08:00,2026-09-13T12:50:26+08:00,是,是
浦东78路,沪A58633D,2026-09-13T06:30:31+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A59117D,2026-09-13T07:50:23+08:00,2026-09-13T15:20:25+08:00,是,是
浦东78路,沪A66391D,2026-09-13T06:30:31+08:00,2026-09-13T15:20:25+08:00,是,是
