线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A53629D,18:35,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:57,82.4,B,终点ETA多样本共识,是,大同路清溪路,20:01,14:37,7
浦东78路,沪A55150D,14:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:14,84.4,A,终点ETA多样本共识,是,丁香路金松路,16:15,14:37,3
浦东78路,沪A55150D,18:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,已取得接近终点的同向ETA证据；按全程运行处理,20:01,80.7,B,终点ETA多样本共识,是,丁香路金松路,20:06,14:37,3
浦东78路,沪A55150D,16:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:11,91.4,A,终点ETA多样本共识,是,和龙路花山路,18:13,14:37,3
浦东78路,沪A55207D,15:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,丁香路民生路,17:11,15:10,2
浦东78路,沪A55207D,19:58,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:17,78.6,B,终点ETA多样本共识,是,芳甸路杨高中路,21:16,15:10,2
浦东78路,沪A55207D,17:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:07,102.0,A,终点ETA多样本共识,是,大同路和龙路,19:08,15:10,2
浦东78路,沪A55207D,21:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:51,70.6,A,终点近站ETA确认,是,和龙路草高支路,22:51,15:10,2
浦东78路,沪A56123D,17:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:02,97.0,B,终点ETA多样本共识,是,芳甸路杨高中路,18:59,14:39,9
浦东78路,沪A56123D,15:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:02,91.7,A,终点近站ETA确认,是,和龙路草高支路,17:02,14:39,9
浦东78路,沪A56123D,19:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:41,76.4,A,终点近站ETA确认,是,和龙路草高支路,20:41,14:39,9
浦东78路,沪A56630D,16:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,18:21,86.4,A,终点ETA多样本共识,否,芳甸路杨高中路,18:21,14:37,13
浦东78路,沪A56630D,15:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:41,91.4,A,终点近站ETA确认,是,和龙路草高支路,16:41,14:37,13
浦东78路,沪A57022D,15:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:38,88.4,B,终点ETA多样本共识,是,云山路灵山路,16:45,14:37,5
浦东78路,沪A57022D,19:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:56,85.7,B,终点ETA多样本共识,是,杨高中路云山路,21:01,14:37,5
浦东78路,沪A57022D,17:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:43,98.0,B,终点ETA多样本共识,是,大同路石家街（市七医院）,18:52,14:37,5
浦东78路,沪A57022D,21:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:23,72.5,B,终点ETA多样本共识,是,金高路源华路,22:26,14:37,5
浦东78路,沪A57902D,17:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:44,94.4,A,终点ETA多样本共识,是,丁香路金松路,18:47,14:50,6
浦东78路,沪A57902D,15:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:41,81.4,A,终点近站ETA确认,是,和龙路草高支路,16:41,14:50,6
浦东78路,沪A57902D,19:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:24,83.9,B,终点ETA多样本共识,是,大同路花山路,20:23,14:50,6
浦东78路,沪A58633D,16:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,17:53,88.4,A,终点ETA多样本共识,否,港城路地铁站,17:57,14:37,
浦东78路,沪A59117D,17:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:23,87.5,B,终点ETA多样本共识,是,杨高中路云山路,19:31,15:10,4
浦东78路,沪A59117D,15:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:27,92.4,A,终点ETA多样本共识,是,大同路和龙路,17:27,15:10,4
浦东78路,沪A59117D,19:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:07,77.4,B,终点ETA多样本共识,是,大同路和龙路,21:09,15:10,4
浦东78路,沪A66391D,17:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:16,96.4,B,终点ETA多样本共识,是,芳甸路杨高中路,19:16,14:37,15
浦东78路,沪A66391D,15:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:07,87.4,B,终点ETA多样本共识,是,和龙路清溪路,17:14,14:37,15
