线路,临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
182路,,沪A08953A,1,金杨路金口路,08:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:09,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,14:22,SHMAAS,,,,,08:55,计划发车,A,终点ETA确认/一致估算,是,3,3,76.0,5/14
182路,,沪A32298D,0,川沙客运站,09:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:23,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,14:22,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,4,4,78.2,12/14
182路,,沪A35717D,1,金杨路金口路,09:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:29,79分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,13:52,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,4,4,79.8,13/14
182路,,沪A31073D,1,金杨路金口路,09:22,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:37,75分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,14:22,SHMAAS,,,,,09:22,计划发车,A,终点ETA确认/一致估算,是,4,4,77.5,8/14
182路,,沪A68397D,0,川沙客运站,09:30,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:40,70分钟,,,SHMAAS末次终点ETA推算：10:32采样，终点ETA 8分钟,,06:02,14:22,SHMAAS,,,,,09:30,计划发车,B,末次终点ETA兜底,是,5,5,77.2,7/14
182路,,沪A55712D,1,金杨路金口路,09:35,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:45,70分钟,,,SHMAAS末次终点ETA推算：10:32采样，终点ETA 13分钟,,07:11,14:02,SHMAAS,,,,,09:35,计划发车,B,末次终点ETA兜底,是,4,4,76.8,6/14
182路,,沪A12050A,1,金杨路金口路,09:50,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:58,69分钟,,,SHMAAS末次终点ETA推算：10:51采样，终点ETA 7分钟,,07:21,14:22,SHMAAS,,,,,09:50,计划发车,B,末次终点ETA兜底,是,4,4,77.5,8/14
182路,,沪A68870D,0,川沙客运站,09:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:02,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,12:41,SHMAAS,,,,,09:50,计划发车,A,终点ETA确认/一致估算,是,4,4,75.2,2/14
182路,,沪A67983D,1,金杨路金口路,10:05,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:19,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,14:22,SHMAAS,,,,,10:05,计划发车,A,终点ETA确认/一致估算,是,5,5,75.8,4/14
182路,,沪A67026D,0,川沙客运站,10:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:23,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,13:12,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,4,4,78.0,11/14
182路,,沪A13735A,1,金杨路金口路,10:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:36,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,14:22,SHMAAS,,,,,10:20,计划发车,A,终点ETA确认/一致估算,是,5,5,77.8,10/14
182路,,沪A02126A,1,金杨路金口路,10:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:43,68分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:51,14:22,SHMAAS,,,,,10:35,计划发车,A,终点ETA确认/一致估算,是,4,4,71.2,1/14
182路,,沪A66513D,0,川沙客运站,10:40,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:49,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,13:21,SHMAAS,,,,,10:40,计划发车,A,终点ETA确认/一致估算,是,4,4,75.5,3/14
182路,,沪A67353D,1,金杨路金口路,10:50,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:09,79分钟,,,SHMAAS末次终点ETA推算：12:02采样，终点ETA 7分钟,,06:02,14:22,SHMAAS,,,,,10:50,计划发车,B,末次终点ETA兜底,是,5,4,81.2,14/14
182路,,沪A32298D,1,金杨路金口路,11:05,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:22,77分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,14:22,SHMAAS,,,,,11:05,计划发车,A,终点ETA确认/一致估算,是,4,4,78.2,12/14
182路,,沪A35717D,0,川沙客运站,11:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:19,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,13:52,SHMAAS,,,,,11:05,计划发车,A,终点ETA确认/一致估算,是,4,4,79.8,13/14
182路,,沪A68397D,1,金杨路金口路,11:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:37,77分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,14:22,SHMAAS,,,,,11:20,计划发车,A,终点ETA确认/一致估算,是,5,5,77.2,7/14
182路,,沪A55712D,0,川沙客运站,11:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:36,66分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,14:02,SHMAAS,,,,,11:30,计划发车,A,终点ETA确认/一致估算,是,4,4,76.8,6/14
182路,,沪A68870D,1,金杨路金口路,11:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:47,67分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,12:41,SHMAAS,,,,,11:40,计划发车,A,终点ETA确认/一致估算,是,4,4,75.2,2/14
182路,,沪A12050A,0,川沙客运站,11:55,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:04,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:21,14:22,SHMAAS,,,,,11:55,计划发车,A,终点ETA确认/一致估算,是,4,4,77.5,8/14
182路,,沪A67026D,1,金杨路金口路,12:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:13,73分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:02,13:12,SHMAAS,,,,,12:00,计划发车,A,终点ETA确认/一致估算,是,4,4,78.0,11/14
182路,,沪A02126A,0,川沙客运站,12:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:27,67分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:51,14:22,SHMAAS,,,,,12:20,计划发车,A,终点ETA确认/一致估算,是,4,4,71.2,1/14
182路,,沪A66513D,1,金杨路金口路,12:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:33,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,13:21,SHMAAS,,,,,12:20,计划发车,A,终点ETA确认/一致估算,是,4,4,75.5,3/14
182路,,沪A35717D,1,金杨路金口路,12:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:54,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,13:52,SHMAAS,,,,,12:40,计划发车,A,终点ETA确认/一致估算,是,4,4,79.8,13/14
182路,,沪A31073D,0,川沙客运站,12:45,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:57,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,14:22,SHMAAS,,,,,12:45,计划发车,A,终点ETA确认/一致估算,是,4,4,77.5,8/14
182路,,沪A55712D,1,金杨路金口路,13:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:10,70分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:11,14:02,SHMAAS,,,,,13:00,计划发车,A,终点ETA确认/一致估算,是,4,4,76.8,6/14
182路,,沪A67983D,0,川沙客运站,13:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:18,68分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,14:22,SHMAAS,,,,,13:10,计划发车,A,终点ETA确认/一致估算,是,5,5,75.8,4/14
182路,,沪A12050A,1,金杨路金口路,13:25,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:37,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:21,14:22,SHMAAS,,,,,13:25,计划发车,A,终点ETA确认/一致估算,是,4,4,77.5,8/14
182路,,沪A13735A,0,川沙客运站,13:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:47,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,14:22,SHMAAS,,,,,13:35,计划发车,A,终点ETA确认/一致估算,是,5,5,77.8,10/14
182路,,沪A02126A,1,金杨路金口路,13:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:01,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:51,14:22,SHMAAS,,,,,13:50,计划发车,A,终点ETA确认/一致估算,是,4,4,71.2,1/14
182路,,沪A67353D,0,川沙客运站,14:00,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:12,72分钟,,,SHMAAS末次终点ETA推算：14:22采样，终点ETA 50分钟,,06:02,14:22,SHMAAS,,,,,14:00,计划发车,D,末次终点ETA兜底（误差可能>15分钟）,否,5,4,81.2,14/14
182路,,沪A31073D,1,金杨路金口路,14:15,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:27,72分钟,,,14:22采样：该车到重点站博兴路东陆路 ETA 7分钟；叠加该车自身同类时段从该站到终点历史中位数58分钟，约±10分钟,10,06:02,14:22,SHMAAS,,,,,14:15,计划发车,B,同车重点站剩余时间,是,4,4,77.5,8/14
182路,,沪A32298D,0,川沙客运站,14:20,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:29,70分钟,,,14:22采样：该车到重点站新川路华东路 ETA 11分钟；叠加该车自身同类时段从该站到终点历史中位数56分钟，约±5分钟,5,06:02,14:22,SHMAAS,,,,,14:20,计划发车,B,同车重点站剩余时间,是,4,4,78.2,12/14
182路,,沪A67983D,1,金杨路金口路,14:40,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:52,72分钟,,,按该车自身同方向、同类时段历史全程时间中位数72分钟估算，约±5分钟,5,06:02,14:22,SHMAAS,,,,,14:40,计划发车,B,同车历史全程时间,是,5,5,75.8,4/14
182路,,沪A68397D,0,川沙客运站,14:40,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:50,70分钟,,,按该车自身同方向、同类时段历史全程时间中位数70分钟估算，约±14分钟,14,06:02,14:22,SHMAAS,,,,,14:40,计划发车,C,同车历史全程时间,是,5,5,77.2,7/14
182路,,沪A08953A,0,川沙客运站,15:00,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,16:11,71分钟,,,按该车自身同方向、同类时段历史全程时间中位数71分钟估算，约±5分钟,5,06:21,14:22,SHMAAS,,,,,15:00,计划发车,B,同车历史全程时间,是,3,3,76.0,5/14
182路,,沪A13735A,1,金杨路金口路,15:00,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,16:14,74分钟,,,按该车自身同方向、同类时段历史全程时间中位数74分钟估算，约±5分钟,5,06:02,14:22,SHMAAS,,,,,15:00,计划发车,B,同车历史全程时间,是,5,5,77.8,10/14
182路,,沪A67353D,1,金杨路金口路,15:20,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,16:34,74分钟,,,按该车自身同方向、同类时段历史全程时间中位数74分钟估算，约±7分钟,7,06:02,14:22,SHMAAS,,,,,15:20,计划发车,B,同车历史全程时间,是,5,4,81.2,14/14
浦东35路,,沪A57051D,1,康恩路康浦路,06:10,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:42,152分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:21,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,3,3,145.3,21/28
浦东35路,,沪A62217D,0,东高路张杨北路,06:10,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:18,128分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,11:01,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,2,2,133.0,4/28
浦东35路,,沪A68261D,0,东高路张杨北路,06:26,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:50,144分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,13:41,SHMAAS,,,,,06:26,计划发车,A,终点ETA确认/一致估算,是,3,3,135.0,7/28
浦东35路,,沪A66883D,1,康恩路康浦路,06:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:13,163分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,14:21,SHMAAS,,,,,06:30,计划发车,A,终点ETA确认/一致估算,是,4,3,147.0,22/28
浦东35路,,沪A11062A,0,东高路张杨北路,06:36,康恩路康浦路,疑似区间车,原方向在全程46%处后消失；随后反向物理轨迹由seq29推进至seq64，推进35站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,11:31,SHMAAS,物理seq30（站名待映射）,07:46,07:54,折返点按重建物理位置seq30映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±8分钟；反向位置锦绣路花木路 ETA 0分钟参与校验,06:36,计划发车,D,待确认,否,2,0,,—/28
浦东35路,,沪A67712D,0,东高路张杨北路,06:41,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:23,162分钟,,,SHMAAS末次终点ETA推算：09:12采样，终点ETA 11分钟,,06:20,11:31,SHMAAS,,,,,06:41,计划发车,B,末次终点ETA兜底,是,2,2,143.5,18/28
浦东35路,,沪A71572D,1,康恩路康浦路,06:42,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:13,152分钟,,,同车下一次反向发车09:32，减去该车自身同类时段历史终点停站中位数18分钟，约±5分钟,5,06:01,14:21,SHMAAS,,,,,06:42,计划发车,B,同车反向发车反推,是,3,3,139.7,15/28
浦东35路,,沪A02316D,0,东高路张杨北路,06:54,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:24,150分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:31,14:21,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,3,3,131.7,3/28
浦东35路,,沪A70597D,1,康恩路康浦路,06:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:38,164分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:20,14:21,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,4,4,138.8,11/28
浦东35路,,沪A09172D,0,东高路张杨北路,07:06,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:43,157分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,12:01,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,2,2,144.0,19/28
浦东35路,,沪A36993D,1,康恩路康浦路,07:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:55,169分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,14:21,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,3,3,144.7,20/28
浦东35路,,沪A55102D,1,康恩路康浦路,07:12,东高路张杨北路,疑似区间车,原方向在全程34%处后消失；随后反向物理轨迹由seq38推进至seq62，推进24站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:51,14:21,SHMAAS,物理seq23（站名待映射）,08:26,08:34,折返点按重建物理位置seq23映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±8分钟；反向位置物理seq38（站名待映射） ETA 9分钟参与校验,07:12,计划发车,D,待确认,否,3,2,121.5,1/28
浦东35路,,沪A05218D,0,东高路张杨北路,07:18,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:48,150分钟,,,SHMAAS末次终点ETA推算：09:41采样，终点ETA 7分钟,,06:51,14:21,SHMAAS,,,,,07:18,计划发车,B,末次终点ETA兜底,是,3,3,134.7,6/28
浦东35路,,沪A73927D,1,康恩路康浦路,07:18,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:02,165分钟,,,SHMAAS末次终点ETA推算：09:54采样，终点ETA 8分钟,,07:01,12:21,SHMAAS,,,,,07:18,计划发车,B,末次终点ETA兜底,是,2,2,149.0,24/28
浦东35路,,沪A15790A,1,康恩路康浦路,07:24,东高路张杨北路,疑似区间车,原方向在全程36%处后消失；随后反向物理轨迹由seq38推进至seq61，推进23站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:11,14:21,SHMAAS,物理seq24（站名待映射）,08:43,08:52,折返点按重建物理位置seq24映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±9分钟；反向位置物理seq38（站名待映射） ETA 8分钟参与校验,07:24,计划发车,D,待确认,否,2,1,127.0,2/28
浦东35路,,沪A67672D,0,东高路张杨北路,07:30,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:57,147分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:01,12:31,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,2,2,139.5,12/28
浦东35路,,沪A95621D,1,康恩路康浦路,07:30,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:14,165分钟,,,SHMAAS末次终点ETA推算：09:54采样，终点ETA 20分钟,,07:20,14:21,SHMAAS,,,,,07:30,计划发车,B,末次终点ETA兜底,是,3,3,141.3,16/28
浦东35路,,沪A51682D,0,东高路张杨北路,07:42,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:27,165分钟,,,同车下一次反向发车10:45，减去该车自身同类时段历史终点停站中位数18分钟，约±14分钟,14,06:20,14:21,SHMAAS,,,,,07:42,计划发车,C,同车反向发车反推,是,3,3,137.3,10/28
浦东35路,,沪A72873D,1,康恩路康浦路,07:42,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:28,166分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:20,12:41,SHMAAS,,,,,07:42,计划发车,A,终点ETA确认/一致估算,是,2,2,148.5,23/28
浦东35路,,沪A37823D,0,东高路张杨北路,07:54,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:18,144分钟,,,SHMAAS末次终点ETA推算：10:11采样，终点ETA 7分钟,,07:20,13:01,SHMAAS,,,,,07:54,计划发车,B,末次终点ETA兜底,是,2,2,134.5,5/28
浦东35路,,沪A62880D,1,康恩路康浦路,07:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:28,154分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:31,14:21,SHMAAS,,,,,07:54,计划发车,A,终点ETA确认/一致估算,是,3,3,142.3,17/28
浦东35路,,沪A37267D,0,东高路张杨北路,08:06,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:32,146分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:31,14:21,SHMAAS,,,,,08:06,计划发车,A,终点ETA确认/一致估算,是,3,3,136.7,9/28
浦东35路,,沪A67057D,1,康恩路康浦路,08:06,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:54,168分钟,,,SHMAAS末次终点ETA推算：10:31采样，终点ETA 23分钟,,06:01,14:11,SHMAAS,,,,,08:06,计划发车,C,末次终点ETA兜底,是,2,2,149.0,24/28
浦东35路,,沪A68375D,1,康恩路康浦路,08:18,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:52,154分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:51,13:21,SHMAAS,,,,,08:18,计划发车,A,终点ETA确认/一致估算,是,2,2,139.5,12/28
