临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A35717D,0,川沙客运站,06:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:23,78分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,20:51,SHMAAS,,,,,06:05,计划发车,A,终点ETA确认/一致估算,是,8,8,78.8,7/15
,沪A32298D,1,金杨路金口路,06:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:26,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,19:31,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,7,7,79.3,8/15
,沪A55712D,0,川沙客运站,06:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:38,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,21:11,SHMAAS,,,,,06:20,计划发车,A,终点ETA确认/一致估算,是,8,8,78.0,4/15
,沪A31073D,0,川沙客运站,06:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:02,87分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:02,18:51,SHMAAS,,,,,06:35,计划发车,A,终点ETA确认/一致估算,是,6,6,81.8,13/15
,沪A68397D,1,金杨路金口路,06:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:05,90分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,20:01,SHMAAS,,,,,06:35,计划发车,A,终点ETA确认/一致估算,是,7,7,82.7,14/15
,沪A67983D,0,川沙客运站,06:48,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:14,86分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,21:21,SHMAAS,,,,,06:48,计划发车,A,终点ETA确认/一致估算,是,8,8,78.6,6/15
,沪A31963D,1,金杨路金口路,06:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:27,92分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,13:21,SHMAAS,,,,,06:55,计划发车,A,终点ETA确认/一致估算,是,4,3,79.7,9/15
,沪A12050A,0,川沙客运站,07:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:29,89分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:51,SHMAAS,,,,,07:00,计划发车,A,终点ETA确认/一致估算,是,4,4,80.8,12/15
,沪A13735A,0,川沙客运站,07:12,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:42,90分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:41,21:21,SHMAAS,,,,,07:12,计划发车,A,终点ETA确认/一致估算,是,8,8,80.1,11/15
,沪A66513D,1,金杨路金口路,07:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:53,98分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,20:31,SHMAAS,,,,,07:15,计划发车,A,终点ETA确认/一致估算,是,7,7,76.7,1/15
,沪A67026D,0,川沙客运站,07:24,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:03,99分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,19:21,SHMAAS,,,,,07:24,计划发车,A,终点ETA确认/一致估算,是,6,6,84.0,15/15
,沪A35717D,1,金杨路金口路,07:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:05,90分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,20:51,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,8,8,78.8,7/15
,沪A67353D,0,川沙客运站,07:36,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:22,106分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:11,21:21,SHMAAS,,,,,07:36,计划发车,A,终点ETA确认/一致估算,是,8,8,79.9,10/15
,沪A02126A,0,川沙客运站,07:48,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:23,95分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:21,19:41,SHMAAS,,,,,07:48,计划发车,A,终点ETA确认/一致估算,是,6,6,77.2,3/15
,沪A55712D,1,金杨路金口路,07:55,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:26,92分钟,,,SHMAAS末次终点ETA推算：09:11采样，终点ETA 15分钟,,06:02,21:11,SHMAAS,,,,,07:55,计划发车,B,末次终点ETA兜底,是,8,8,78.0,4/15
,沪A32298D,0,川沙客运站,08:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:23,83分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,19:31,SHMAAS,,,,,08:00,计划发车,A,终点ETA确认/一致估算,是,7,7,79.3,8/15
,沪A31073D,1,金杨路金口路,08:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:40,85分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,18:51,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,6,6,81.8,13/15
,沪A68397D,0,川沙客运站,08:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:41,86分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,20:01,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,7,7,82.7,14/15
,沪A08953A,0,川沙客运站,08:31,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:51,80分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:51,20:12,SHMAAS,,,,,08:31,计划发车,A,终点ETA确认/一致估算,是,6,6,77.0,2/15
,沪A67983D,1,金杨路金口路,08:35,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:54,80分钟,,,SHMAAS末次终点ETA推算：09:31采样，终点ETA 23分钟,,06:11,21:21,SHMAAS,,,,,08:35,计划发车,C,末次终点ETA兜底,是,8,8,78.6,6/15
,沪A31963D,0,川沙客运站,08:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:04,74分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,13:21,SHMAAS,,,,,08:50,计划发车,A,终点ETA确认/一致估算,是,4,3,79.7,9/15
,沪A12050A,1,金杨路金口路,08:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:07,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:51,SHMAAS,,,,,08:55,计划发车,A,终点ETA确认/一致估算,是,4,4,80.8,12/15
,沪A13735A,1,金杨路金口路,09:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:28,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,21:21,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,8,8,80.1,11/15
,沪A66513D,0,川沙客运站,09:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:22,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,20:31,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,7,7,76.7,1/15
,沪A67026D,1,金杨路金口路,09:22,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:35,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,19:21,SHMAAS,,,,,09:22,计划发车,A,终点ETA确认/一致估算,是,6,6,84.0,15/15
,沪A35717D,0,川沙客运站,09:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:48,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,20:51,SHMAAS,,,,,09:30,计划发车,A,终点ETA确认/一致估算,是,8,8,78.8,7/15
,沪A67353D,1,金杨路金口路,09:35,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:46,71分钟,,,SHMAAS末次终点ETA推算：10:32采样，终点ETA 14分钟,,07:11,21:21,SHMAAS,,,,,09:35,计划发车,B,末次终点ETA兜底,是,8,8,79.9,10/15
,沪A02126A,1,金杨路金口路,09:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:02,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:21,19:41,SHMAAS,,,,,09:50,计划发车,A,终点ETA确认/一致估算,是,6,6,77.2,3/15
,沪A55712D,0,川沙客运站,09:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:06,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:02,21:11,SHMAAS,,,,,09:50,计划发车,A,终点ETA确认/一致估算,是,8,8,78.0,4/15
,沪A32298D,1,金杨路金口路,10:05,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:18,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,19:31,SHMAAS,,,,,10:05,计划发车,A,终点ETA确认/一致估算,是,7,7,79.3,8/15
,沪A31073D,0,川沙客运站,10:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:28,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:02,18:51,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,6,6,81.8,13/15
