临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A13735A,0,川沙客运站,06:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:16,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,06:05,计划发车,A,终点ETA确认/一致估算,是,6,6,71.2,1/11
,沪A67353D,1,金杨路金口路,06:10,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:19,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68870D,0,川沙客运站,06:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:29,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,06:20,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A32298D,1,金杨路金口路,06:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:45,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,06:35,计划发车,A,终点ETA确认/一致估算,是,7,7,78.7,10/11
,沪A67026D,0,川沙客运站,06:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:46,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,06:35,计划发车,A,终点ETA确认/一致估算,是,6,5,76.6,9/11
,沪A66513D,0,川沙客运站,06:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:59,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,18:21,SHMAAS,,,,,06:50,计划发车,A,终点ETA确认/一致估算,是,7,7,74.0,5/11
,沪A67983D,1,金杨路金口路,06:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:08,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,06:55,计划发车,A,终点ETA确认/一致估算,是,6,6,83.2,11/11
,沪A31073D,0,川沙客运站,07:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:17,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:31,SHMAAS,,,,,07:05,计划发车,A,终点ETA确认/一致估算,是,6,6,72.5,4/11
,沪A68397D,1,金杨路金口路,07:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:23,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,07:15,计划发车,A,终点ETA确认/一致估算,是,7,7,72.0,2/11
,沪A35717D,0,川沙客运站,07:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:34,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,18:21,SHMAAS,,,,,07:20,计划发车,A,终点ETA确认/一致估算,是,7,7,74.9,6/11
,沪A13735A,1,金杨路金口路,07:30,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:39,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,6,6,71.2,1/11
,沪A67353D,0,川沙客运站,07:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:49,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68870D,1,金杨路金口路,07:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:52,67分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,07:45,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A55712D,0,川沙客运站,07:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:00,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,18:21,SHMAAS,,,,,07:50,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A67026D,1,金杨路金口路,08:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:15,75分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,08:00,计划发车,A,终点ETA确认/一致估算,是,6,5,76.6,9/11
,沪A32298D,0,川沙客运站,08:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:22,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,08:10,计划发车,A,终点ETA确认/一致估算,是,7,7,78.7,10/11
,沪A66513D,1,金杨路金口路,08:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:25,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,18:21,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,7,7,74.0,5/11
,沪A31073D,1,金杨路金口路,08:31,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:42,71分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:31,SHMAAS,,,,,08:31,计划发车,A,终点ETA确认/一致估算,是,6,6,72.5,4/11
,沪A67983D,0,川沙客运站,08:31,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:52,81分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,08:31,计划发车,A,终点ETA确认/一致估算,是,6,6,83.2,11/11
,沪A35717D,1,金杨路金口路,08:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:55,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,18:21,SHMAAS,,,,,08:45,计划发车,A,终点ETA确认/一致估算,是,7,7,74.9,6/11
,沪A68397D,0,川沙客运站,08:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:02,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,08:50,计划发车,A,终点ETA确认/一致估算,是,7,7,72.0,2/11
,沪A67353D,1,金杨路金口路,09:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:15,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,09:00,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A55712D,1,金杨路金口路,09:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:36,81分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:11,18:21,SHMAAS,,,,,09:15,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68870D,0,川沙客运站,09:18,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:26,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,09:18,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A32298D,1,金杨路金口路,09:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:03,88分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,09:35,计划发车,A,终点ETA确认/一致估算,是,7,7,78.7,10/11
,沪A67026D,0,川沙客运站,09:46,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:03,77分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,09:46,计划发车,A,终点ETA确认/一致估算,是,6,5,76.6,9/11
,沪A67983D,1,金杨路金口路,09:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:23,88分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,09:55,计划发车,A,终点ETA确认/一致估算,是,6,6,83.2,11/11
,沪A66513D,0,川沙客运站,10:14,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:34,80分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,18:21,SHMAAS,,,,,10:14,计划发车,A,终点ETA确认/一致估算,是,7,7,74.0,5/11
,沪A68397D,1,金杨路金口路,10:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:36,81分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,7,7,72.0,2/11
,沪A35717D,0,川沙客运站,10:42,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:56,74分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,18:21,SHMAAS,,,,,10:42,计划发车,A,终点ETA确认/一致估算,是,7,7,74.9,6/11
,沪A68870D,1,金杨路金口路,10:43,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:59,76分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,10:43,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A55712D,0,川沙客运站,11:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:22,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:11,18:21,SHMAAS,,,,,11:10,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A67026D,1,金杨路金口路,11:11,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:33,82分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,11:11,计划发车,A,终点ETA确认/一致估算,是,6,5,76.6,9/11
,沪A31073D,0,川沙客运站,11:38,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:52,74分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:31,SHMAAS,,,,,11:38,计划发车,A,终点ETA确认/一致估算,是,6,6,72.5,4/11
,沪A66513D,1,金杨路金口路,11:39,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:54,75分钟,,,SHMAAS多次终点ETA一致估算，约±5分钟,5,06:11,18:21,SHMAAS,,,,,11:39,计划发车,A,终点ETA确认/一致估算,是,7,7,74.0,5/11
,沪A67353D,0,川沙客运站,12:06,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:22,76分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,12:06,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A35717D,1,金杨路金口路,12:07,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:22,75分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:41,18:21,SHMAAS,,,,,12:07,计划发车,A,终点ETA确认/一致估算,是,7,7,74.9,6/11
,沪A32298D,0,川沙客运站,12:34,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:48,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,12:34,计划发车,A,终点ETA确认/一致估算,是,7,7,78.7,10/11
,沪A55712D,1,金杨路金口路,12:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:51,76分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:11,18:21,SHMAAS,,,,,12:35,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68397D,0,川沙客运站,13:02,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:12,70分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,13:02,计划发车,A,终点ETA确认/一致估算,是,7,7,72.0,2/11
,沪A31073D,1,金杨路金口路,13:03,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:13,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:31,SHMAAS,,,,,13:03,计划发车,A,终点ETA确认/一致估算,是,6,6,72.5,4/11
,沪A13735A,0,川沙客运站,13:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:42,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,13:30,计划发车,A,终点ETA确认/一致估算,是,6,6,71.2,1/11
,沪A67353D,1,金杨路金口路,13:31,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:48,77分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,13:31,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68870D,0,川沙客运站,13:58,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:09,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,13:58,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A32298D,1,金杨路金口路,13:59,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:15,76分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,13:59,计划发车,A,终点ETA确认/一致估算,是,7,7,78.7,10/11
,沪A66513D,0,川沙客运站,14:26,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:37,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,18:21,SHMAAS,,,,,14:26,计划发车,A,终点ETA确认/一致估算,是,7,7,74.0,5/11
,沪A68397D,1,金杨路金口路,14:27,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:37,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,14:27,计划发车,A,终点ETA确认/一致估算,是,7,7,72.0,2/11
,沪A31073D,0,川沙客运站,14:52,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:02,70分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:31,SHMAAS,,,,,14:52,计划发车,A,终点ETA确认/一致估算,是,6,6,72.5,4/11
,沪A13735A,1,金杨路金口路,14:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:07,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,14:55,计划发车,A,终点ETA确认/一致估算,是,6,6,71.2,1/11
,沪A35717D,0,川沙客运站,15:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:27,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,18:21,SHMAAS,,,,,15:15,计划发车,A,终点ETA确认/一致估算,是,7,7,74.9,6/11
,沪A68870D,1,金杨路金口路,15:23,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:43,80分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,15:23,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A67353D,0,川沙客运站,15:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:51,76分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,15:35,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A66513D,1,金杨路金口路,15:51,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:07,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,18:21,SHMAAS,,,,,15:51,计划发车,A,终点ETA确认/一致估算,是,7,7,74.0,5/11
,沪A55712D,0,川沙客运站,15:55,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:08,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,18:21,SHMAAS,,,,,15:55,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A32298D,0,川沙客运站,16:10,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,17:37,88分钟,,,SHMAAS末次终点ETA推算：17:31采样，终点ETA 6分钟,,06:01,18:21,SHMAAS,,,,,16:10,计划发车,B,末次终点ETA兜底,是,7,7,78.7,10/11
,沪A31073D,1,金杨路金口路,16:18,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:36,78分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:31,SHMAAS,,,,,16:18,计划发车,A,终点ETA确认/一致估算,是,6,6,72.5,4/11
,沪A67983D,0,川沙客运站,16:25,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,17:52,88分钟,,,SHMAAS末次终点ETA推算：17:51采样，终点ETA 1分钟,,06:01,18:21,SHMAAS,,,,,16:25,计划发车,B,末次终点ETA兜底,是,6,6,83.2,11/11
,沪A13735A,0,川沙客运站,16:40,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:53,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,16:40,计划发车,A,终点ETA确认/一致估算,是,6,6,71.2,1/11
,沪A35717D,1,金杨路金口路,16:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:05,85分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:41,18:21,SHMAAS,,,,,16:40,计划发车,A,终点ETA确认/一致估算,是,7,7,74.9,6/11
,沪A67353D,1,金杨路金口路,17:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:22,82分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,18:21,SHMAAS,,,,,17:00,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68397D,0,川沙客运站,17:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:13,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,18:21,SHMAAS,,,,,17:00,计划发车,A,终点ETA确认/一致估算,是,7,7,72.0,2/11
,沪A55712D,1,金杨路金口路,17:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:45,85分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:11,18:21,SHMAAS,,,,,17:20,计划发车,A,终点ETA确认/一致估算,是,7,7,75.6,7/11
,沪A68870D,0,川沙客运站,17:25,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:34,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:21,SHMAAS,,,,,17:25,计划发车,A,终点ETA确认/一致估算,是,8,8,72.0,2/11
,沪A32298D,1,金杨路金口路,17:39,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:02,83分钟,,,18:21采样：该车到重点站唐陆公路龙东大道 ETA 7分钟；叠加该车自身同类时段从该站到终点历史中位数33分钟，约±11分钟,11,06:01,18:21,SHMAAS,,,,,17:35,终点确认到达+2分钟（覆盖计划时间）,C,同车重点站剩余时间,是,7,7,78.7,10/11
,沪A67026D,0,川沙客运站,17:50,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:13,84分钟,,,SHMAAS末次终点ETA推算：18:21采样，终点ETA 52分钟,,06:01,18:21,SHMAAS,,,,,17:50,计划发车,D,末次终点ETA兜底（误差可能>15分钟）,否,6,5,76.6,9/11
,沪A67983D,1,金杨路金口路,17:54,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:18,85分钟,,,18:21采样：该车到重点站唐陆公路川桥路 ETA 10分钟；叠加该车自身同类时段从该站到终点历史中位数47分钟，约±9分钟,9,06:01,18:21,SHMAAS,,,,,17:50,终点确认到达+2分钟（覆盖计划时间）,B,同车重点站剩余时间,是,6,6,83.2,11/11
,沪A13735A,1,金杨路金口路,18:05,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:14,70分钟,,,18:21采样：该车到重点站唐陆公路川桥路 ETA 12分钟；叠加该车自身同类时段从该站到终点历史中位数41分钟，约±5分钟,5,06:01,18:21,SHMAAS,,,,,18:05,计划发车,B,同车重点站剩余时间,是,6,6,71.2,1/11
,沪A66513D,0,川沙客运站,18:15,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:31,77分钟,,,18:21采样：该车到重点站德川路华夏东路 ETA 15分钟；叠加该车自身同类时段从该站到终点历史中位数55分钟，约±5分钟,5,06:11,18:21,SHMAAS,,,,,18:15,计划发车,B,同车重点站剩余时间,是,7,7,74.0,5/11
