线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东35路,沪A02316D,08:45,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,11:03,138.4,B,终点ETA多样本共识,否,长岛路张杨北路,11:09,07:31,
浦东35路,沪A05218D,06:26,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:40,133.9,B,终点ETA多样本共识,是,康丽路康弘路,08:44,06:01,1
浦东35路,沪A05218D,09:15,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,云山路碧云路,10:55,06:01,1
浦东35路,沪A09172D,06:10,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:28,137.5,B,终点ETA多样本共识,是,康丽路康弘路,08:32,06:01,2
浦东35路,沪A09172D,09:00,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,云山路碧云路,11:01,06:01,2
浦东35路,沪A11062A,06:36,东高路张杨北路,康恩路康浦路,疑似区间车,主采样物理轨迹已形成完整折返证据（同向连续推进→中途停止→空间衔接的反向连续推进）；虽未取得独立reverse-watch确认，仍按双证据规则判定疑似区间车,,,D,,否,丁香路锦绣路,07:56,06:01,
浦东35路,沪A11062A,09:24,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,丁香路锦绣路,10:27,06:01,
浦东35路,沪A15790A,07:42,东高路张杨北路,康恩路康浦路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,09:56,133.8,B,终点ETA多样本共识,否,康恩路康浦路,10:07,06:31,
浦东35路,沪A15790A,10:45,康恩路康浦路,东高路张杨北路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:31,
浦东35路,沪A36993D,09:30,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,11
浦东35路,沪A36993D,09:35,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,迎春路长柳路,11:15,06:01,11
浦东35路,沪A36993D,06:42,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:22,159.9,A,终点近站ETA确认,是,东高路张杨北路,09:22,06:01,11
浦东35路,沪A37267D,07:18,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:48,149.9,B,终点ETA多样本共识,是,康弘路康丽路,09:52,06:50,6
浦东35路,沪A37267D,10:15,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,康沈路秀康路,11:06,06:50,6
浦东35路,沪A37823D,07:06,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:45,159.4,A,终点ETA多样本共识,是,康弘路康丽路,09:52,06:40,10
浦东35路,沪A37823D,10:00,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,沪南路华夏西路,10:47,06:40,10
浦东35路,沪A51682D,06:54,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:35,160.9,B,终点ETA多样本共识,是,周东路川周公路,09:41,06:31,12
浦东35路,沪A51682D,09:45,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,沪南路高科西路,10:53,06:31,12
浦东35路,沪A55102D,07:30,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,09:53,142.8,A,终点ETA多样本共识,是,康弘路康丽路,09:56,07:01,5
浦东35路,沪A55102D,10:30,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,关岳路康达路,11:12,07:01,5
浦东35路,沪A57051D,10:10,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:50,16
浦东35路,沪A57051D,10:20,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,莱阳路东陆路,11:17,06:50,16
浦东35路,沪A57051D,07:18,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:13,175.3,C,终点ETA多样本共识,是,东葛路东靖路,10:22,06:50,16
浦东35路,沪A62217D,08:06,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,10:32,146.1,C,末次终点ETA,否,东葛路东靖路,10:32,06:01,
浦东35路,沪A62880D,10:00,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:40,17
浦东35路,沪A62880D,10:05,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:40,17
浦东35路,沪A62880D,10:10,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,博兴路兰城路,11:11,06:40,17
