线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东35路,沪A62880D,07:06,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:08,181.6,C,终点ETA多样本共识,是,东波路莱阳路,10:12,06:40,17
浦东35路,沪A65668D,10:20,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:01,14
浦东35路,沪A65668D,10:30,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,浦东大道东波路,10:53,07:01,14
浦东35路,沪A65668D,07:30,康恩路康浦路,东高路张杨北路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:15,164.9,B,终点ETA多样本共识,是,东高路张杨北路,10:24,07:01,14
浦东35路,沪A67057D,07:54,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,10:10,136.0,A,终点ETA多样本共识,否,康丽路康弘路,10:13,07:20,
浦东35路,沪A67057D,11:00,康恩路康浦路,东高路张杨北路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:20,
浦东35路,沪A67672D,06:41,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:19,158.0,B,终点ETA多样本共识,是,康丽路康弘路,09:29,06:21,9
浦东35路,沪A67672D,09:30,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,锦绣路花木路,10:59,06:21,9
浦东35路,沪A67712D,08:06,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,10:22,135.9,A,终点ETA多样本共识,否,康丽路康弘路,10:23,06:31,
浦东35路,沪A67712D,11:15,康恩路康浦路,东高路张杨北路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:31,
浦东35路,沪A68261D,11:20,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:50,
浦东35路,沪A68261D,08:18,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,10:44,146.1,B,终点ETA多样本共识,否,东高路张杨北路,10:48,06:50,
浦东35路,沪A68895D,08:30,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,10:47,137.4,B,终点ETA多样本共识,否,东波路莱阳路,11:01,06:01,
浦东35路,沪A70597D,08:30,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:51,140.9,B,终点ETA多样本共识,是,周东路川周公路,10:57,06:01,3
浦东35路,沪A71572D,08:18,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:40,142.5,B,终点ETA多样本共识,是,康丽路康弘路,10:46,06:01,4
浦东35路,沪A72873D,11:00,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:20,
浦东35路,沪A72873D,07:54,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,10:30,155.9,B,终点ETA多样本共识,否,东高路张杨北路,10:37,07:20,
浦东35路,沪A73927D,09:10,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,13
浦东35路,沪A73927D,09:15,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,浦建路锦绣路,11:22,06:01,13
浦东35路,沪A73927D,06:31,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:13,162.2,C,终点ETA多样本共识,是,东葛路东靖路,09:20,06:01,13
浦东35路,沪A90275D,10:40,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,东高路张杨北路,10:49,07:10,15
浦东35路,沪A90275D,07:42,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:28,166.0,B,终点ETA多样本共识,是,东葛路东靖路,10:35,07:10,15
浦东35路,沪A92076D,09:45,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,丁香路锦绣路,10:57,06:10,8
浦东35路,沪A92076D,06:54,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:30,156.5,B,终点ETA多样本共识,是,东葛路东靖路,09:33,06:10,8
浦东35路,沪A95621D,08:50,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,10:51,120.9,C,末次终点ETA,否,康沈路秀沿路,10:51,06:01,7
浦东35路,沪A95621D,06:10,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:42,151.8,A,终点近站ETA确认,是,东高路张杨北路,08:42,06:01,7
