线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
182路,沪A13735A,16:40,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:55,75.3,A,终点ETA多样本共识,是,川沙路南桥路,17:57,06:41,7
182路,沪A13735A,20:05,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:15,70.4,B,终点ETA多样本共识,是,川沙路南桥路,21:17,06:41,7
182路,沪A31073D,06:35,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:45,69.7,B,终点ETA多样本共识,是,金杨路金桥路,07:44,06:01,5
182路,沪A31073D,09:46,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:53,66.6,A,终点近站ETA确认,是,金杨路金桥路,10:53,06:01,5
182路,沪A31073D,17:50,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:03,72.8,B,终点ETA多样本共识,是,博兴路东陆路,19:06,06:01,5
182路,沪A31073D,08:00,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:13,72.8,A,终点近站ETA确认,是,川环南路妙境路,09:13,06:01,5
182路,沪A31073D,11:11,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:25,73.6,B,终点ETA多样本共识,是,新川路华东路,12:25,06:01,5
182路,沪A31073D,19:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:25,69.6,A,终点ETA多样本共识,是,川沙路南桥路,20:26,06:01,5
182路,沪A32298D,08:31,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:43,71.7,A,终点近站ETA确认,是,金杨路金桥路,09:43,06:01,9
182路,沪A32298D,16:25,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:37,71.8,A,终点ETA多样本共识,是,金杨路金业路,17:36,06:01,9
182路,沪A32298D,19:30,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:43,73.1,B,终点ETA多样本共识,是,金杨路金业路,20:47,06:01,9
182路,沪A32298D,06:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:04,69.0,B,终点ETA多样本共识,是,川环南路妙境路,08:04,06:01,9
182路,沪A32298D,09:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:13,78.3,B,终点ETA多样本共识,是,川环南路川沙路,11:14,06:01,9
182路,沪A32298D,17:50,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:07,76.9,A,终点ETA多样本共识,是,川沙路南桥路,19:07,06:01,9
182路,沪A32298D,20:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:06,70.8,B,终点ETA多样本共识,是,华夏三路城丰路,22:06,06:01,9
182路,沪A35717D,08:50,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:01,71.3,B,终点ETA多样本共识,是,长岛路台儿庄路,10:00,06:01,10
182路,沪A35717D,13:02,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:13,70.8,A,终点近站ETA确认,是,金杨路枣庄路,14:13,06:01,10
182路,沪A35717D,17:00,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:14,73.8,A,终点ETA多样本共识,是,金杨路金桥路,18:14,06:01,10
182路,沪A35717D,07:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:23,68.0,B,终点ETA多样本共识,是,川环南路妙境路,08:24,06:01,10
182路,沪A35717D,10:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:33,77.7,A,终点近站ETA确认,是,川环南路妙境路,11:33,06:01,10
182路,沪A35717D,14:27,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:42,75.0,A,终点ETA多样本共识,是,新川路华城路,15:42,06:01,10
182路,沪A35717D,18:25,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:49,83.5,B,终点ETA多样本共识,是,川环南路川沙路,19:54,06:01,10
182路,沪A55712D,06:20,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:33,72.6,B,终点ETA多样本共识,是,荷泽路长岛路,07:32,06:01,6
182路,沪A55712D,09:18,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:28,69.8,A,终点ETA多样本共识,是,长岛路台儿庄路,10:29,06:01,6
182路,沪A55712D,13:58,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:07,68.8,B,终点ETA多样本共识,是,长岛路台儿庄路,15:10,06:01,6
182路,沪A55712D,17:25,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:37,71.8,B,终点ETA多样本共识,是,长岛路台儿庄路,18:40,06:01,6
182路,沪A55712D,07:45,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:54,68.6,B,终点ETA多样本共识,是,川沙路南桥路,08:58,06:01,6
182路,沪A55712D,10:43,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:57,73.5,A,终点ETA多样本共识,是,川沙路南桥路,11:57,06:01,6
182路,沪A55712D,15:23,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:35,72.2,A,终点ETA多样本共识,是,华夏三路城丰路,16:36,06:01,6
182路,沪A55712D,18:50,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:03,73.4,B,终点ETA多样本共识,是,华夏三路城丰路,20:06,06:01,6
182路,沪A67026D,07:05,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:19,74.4,A,终点ETA多样本共识,是,平度路长岛路,08:19,06:01,11
182路,沪A67026D,11:38,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:53,74.6,B,终点ETA多样本共识,是,平度路长岛路,12:58,06:01,11
182路,沪A67026D,14:52,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:06,73.6,A,终点ETA多样本共识,是,长岛路台儿庄路,16:10,06:01,11
182路,沪A67026D,08:31,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:43,71.7,A,终点近站ETA确认,是,川环南路妙境路,09:43,06:01,11
182路,沪A67026D,13:03,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:19,75.8,B,终点ETA多样本共识,是,川沙路南桥路,14:16,06:01,11
182路,沪A67026D,16:18,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:35,76.6,B,终点ETA多样本共识,是,新川路川沙路,17:40,06:01,11
182路,沪A67353D,07:50,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:03,72.9,A,终点近站ETA确认,是,金杨路枣庄路,09:03,07:11,3
182路,沪A67353D,11:10,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:21,70.6,A,终点ETA多样本共识,是,荷泽路长岛路,12:21,07:11,3
182路,沪A67353D,15:55,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:04,68.8,B,终点ETA多样本共识,是,唐陆公路川桥路,17:09,07:11,3
182路,沪A67353D,19:05,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:17,71.8,B,终点ETA多样本共识,是,金杨路金业路,20:17,07:11,3
182路,沪A67353D,09:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:23,67.9,B,终点ETA多样本共识,是,新川路川沙路,10:29,07:11,3
182路,沪A67353D,12:35,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:43,67.8,A,终点近站ETA确认,是,川环南路妙境路,13:43,07:11,3
182路,沪A67353D,17:20,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:35,74.7,B,终点ETA多样本共识,是,川环南路妙境路,18:34,07:11,3
182路,沪A67353D,20:30,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:37,67.0,A,终点ETA多样本共识,是,川沙路南桥路,21:37,07:11,3
182路,沪A67983D,06:50,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:03,73.0,A,终点近站ETA确认,是,金杨路枣庄路,08:03,06:11,8
182路,沪A67983D,10:14,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:25,71.2,B,终点ETA多样本共识,是,长岛路台儿庄路,11:30,06:11,8
182路,沪A67983D,14:26,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:34,68.5,B,终点ETA多样本共识,是,平度路长岛路,15:38,06:11,8
182路,沪A67983D,18:15,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:30,74.6,B,终点ETA多样本共识,是,平度路长岛路,19:28,06:11,8
182路,沪A67983D,08:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:28,72.7,B,终点ETA多样本共识,是,川环南路川沙路,09:29,06:11,8
182路,沪A67983D,11:39,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:56,77.1,B,终点ETA多样本共识,是,新川路华城路,13:04,06:11,8
182路,沪A67983D,15:51,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:06,74.9,B,终点ETA多样本共识,是,唐陆公路唐镇路,17:10,06:11,8
182路,沪A67983D,19:40,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:53,72.6,A,终点近站ETA确认,是,川环南路妙境路,20:53,06:11,8
182路,沪A68397D,06:05,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:13,67.9,B,终点ETA多样本共识,是,金杨路金桥路,07:14,06:01,1
182路,沪A68397D,13:30,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:39,68.8,B,终点ETA多样本共识,是,荷泽路长岛路,14:41,06:01,1
182路,沪A68397D,16:40,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:46,65.7,A,终点ETA多样本共识,是,平度路长岛路,17:49,06:01,1
182路,沪A68397D,19:55,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:58,62.7,A,终点ETA多样本共识,是,平度路长岛路,20:57,06:01,1
182路,沪A68397D,07:30,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:34,63.8,B,终点ETA多样本共识,是,华夏三路新德西路,08:39,06:01,1
182路,沪A68397D,14:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:09,73.6,B,终点ETA多样本共识,是,新川路华城路,16:13,06:01,1
182路,沪A68397D,18:05,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:21,75.6,A,终点ETA多样本共识,是,新川路华城路,19:24,06:01,1
182路,沪A68397D,21:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:18,62.8,B,终点ETA多样本共识,是,唐陆公路唐龙路,22:24,06:01,1
182路,沪A68870D,07:35,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:42,67.4,A,终点近站ETA确认,是,金杨路枣庄路,08:42,06:01,2
182路,沪A68870D,12:06,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:19,72.8,B,终点ETA多样本共识,是,平度路长岛路,13:17,06:01,2
182路,沪A68870D,15:35,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:43,67.6,A,终点近站ETA确认,是,金杨路枣庄路,16:43,06:01,2
182路,沪A68870D,06:10,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:15,64.6,B,终点ETA多样本共识,是,川环南路妙境路,07:18,06:01,2
182路,沪A68870D,09:00,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:13,72.9,B,终点ETA多样本共识,是,川环南路川沙路,10:14,06:01,2
182路,沪A68870D,13:31,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:42,71.2,B,终点ETA多样本共识,是,新川路华东路,14:44,06:01,2
182路,沪A68870D,17:00,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:14,74.3,A,终点ETA多样本共识,是,川环南路妙境路,18:14,06:01,2
