临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A36993D,1,康恩路康浦路,07:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:55,169分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,12:01,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,2,2,148.5,24/28
,沪A55102D,1,康恩路康浦路,07:12,东高路张杨北路,疑似区间车,原方向在全程34%处后消失；随后反向物理轨迹由seq38推进至seq62，推进24站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:51,12:21,SHMAAS,物理seq23（站名待映射）,08:26,08:34,折返点按重建物理位置seq23映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±8分钟；反向位置物理seq38（站名待映射） ETA 9分钟参与校验,07:12,计划发车,D,待确认,否,2,1,125.0,2/28
,沪A05218D,0,东高路张杨北路,07:18,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:48,150分钟,,,SHMAAS末次终点ETA推算：09:41采样，终点ETA 7分钟,,06:51,12:21,SHMAAS,,,,,07:18,计划发车,B,末次终点ETA兜底,是,3,3,135.3,6/28
,沪A73927D,1,康恩路康浦路,07:18,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:02,165分钟,,,SHMAAS末次终点ETA推算：09:54采样，终点ETA 8分钟,,07:01,12:21,SHMAAS,,,,,07:18,计划发车,B,末次终点ETA兜底,是,2,2,149.0,25/28
,沪A15790A,1,康恩路康浦路,07:24,东高路张杨北路,疑似区间车,原方向在全程36%处后消失；随后反向物理轨迹由seq38推进至seq61，推进23站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:11,12:21,SHMAAS,物理seq24（站名待映射）,08:43,08:52,折返点按重建物理位置seq24映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±9分钟；反向位置物理seq38（站名待映射） ETA 8分钟参与校验,07:24,计划发车,D,待确认,否,2,1,124.0,1/28
,沪A67672D,0,东高路张杨北路,07:30,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:57,147分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:01,12:21,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,2,2,139.5,8/28
,沪A95621D,1,康恩路康浦路,07:30,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:14,165分钟,,,SHMAAS末次终点ETA推算：09:54采样，终点ETA 20分钟,,07:20,12:21,SHMAAS,,,,,07:30,计划发车,B,末次终点ETA兜底,是,2,2,145.5,17/28
,沪A51682D,0,东高路张杨北路,07:42,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:27,165分钟,,,同车下一次反向发车10:45，减去该车自身同类时段历史终点停站中位数18分钟，约±14分钟,14,06:20,12:21,SHMAAS,,,,,07:42,计划发车,C,同车反向发车反推,是,3,3,138.0,7/28
,沪A72873D,1,康恩路康浦路,07:42,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:28,166分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:20,12:21,SHMAAS,,,,,07:42,计划发车,A,终点ETA确认/一致估算,是,2,2,147.5,21/28
,沪A37823D,0,东高路张杨北路,07:54,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:18,144分钟,,,SHMAAS末次终点ETA推算：10:11采样，终点ETA 7分钟,,07:20,12:21,SHMAAS,,,,,07:54,计划发车,B,末次终点ETA兜底,是,2,2,135.0,4/28
,沪A62880D,1,康恩路康浦路,07:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:28,154分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:31,12:21,SHMAAS,,,,,07:54,计划发车,A,终点ETA确认/一致估算,是,2,2,140.5,11/28
,沪A37267D,0,东高路张杨北路,08:06,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:32,146分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:31,12:21,SHMAAS,,,,,08:06,计划发车,A,终点ETA确认/一致估算,是,2,2,139.5,8/28
,沪A67057D,1,康恩路康浦路,08:06,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:54,168分钟,,,SHMAAS末次终点ETA推算：10:31采样，终点ETA 23分钟,,06:01,12:21,SHMAAS,,,,,08:06,计划发车,C,末次终点ETA兜底,是,2,2,148.0,22/28
,沪A68375D,1,康恩路康浦路,08:18,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:52,154分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:51,12:21,SHMAAS,,,,,08:18,计划发车,A,终点ETA确认/一致估算,是,2,2,144.0,14/28
,沪A02891D,0,东高路张杨北路,08:20,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:47,147分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,10:31,SHMAAS,,,,,08:20,计划发车,A,终点ETA确认/一致估算,是,1,1,147.0,19/28
,沪A62981D,1,康恩路康浦路,08:30,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,11:02,152分钟,,,SHMAAS末次终点ETA推算：10:51采样，终点ETA 11分钟,,06:01,10:51,SHMAAS,,,,,08:30,计划发车,B,末次终点ETA兜底,是,1,1,152.0,26/28
,沪A65668D,0,东高路张杨北路,08:35,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:02,147分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,12:21,SHMAAS,,,,,08:35,计划发车,A,终点ETA确认/一致估算,是,2,2,145.0,16/28
,沪A62217D,1,康恩路康浦路,08:47,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:05,138分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,11:01,SHMAAS,,,,,08:47,计划发车,A,终点ETA确认/一致估算,是,2,2,133.0,3/28
,沪A57051D,0,东高路张杨北路,08:55,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:19,144分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,11:11,SHMAAS,,,,,08:55,计划发车,A,终点ETA确认/一致估算,是,2,2,148.0,22/28
,沪A68261D,1,康恩路康浦路,09:10,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:23,133分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,12:21,SHMAAS,,,,,09:10,计划发车,A,终点ETA确认/一致估算,是,3,3,139.7,10/28
,沪A66883D,0,东高路张杨北路,09:15,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,11:34,139分钟,,,SHMAAS末次终点ETA推算：11:31采样，终点ETA 3分钟,,06:01,12:21,SHMAAS,,,,,09:15,计划发车,B,末次终点ETA兜底,是,3,3,147.3,20/28
,沪A11062A,0,东高路张杨北路,09:24,康恩路康浦路,疑似区间车,原方向在全程30%处后消失；随后反向物理轨迹由seq50推进至seq61，推进11站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,11:31,SHMAAS,物理seq20（站名待映射）,11:01,11:06,折返点按重建物理位置seq20映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±5分钟；反向位置物理seq50（站名待映射） ETA 13分钟参与校验,09:24,计划发车,D,待确认,否,2,0,,—/28
,沪A67712D,1,康恩路康浦路,09:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:35,125分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:20,11:31,SHMAAS,,,,,09:30,计划发车,A,终点ETA确认/一致估算,是,2,2,143.5,13/28
,沪A71572D,0,东高路张杨北路,09:32,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:45,133分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,11:51,SHMAAS,,,,,09:32,计划发车,A,终点ETA确认/一致估算,是,2,2,142.5,12/28
,沪A02316D,1,康恩路康浦路,09:45,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,11:50,125分钟,,,SHMAAS末次终点ETA推算：11:41采样，终点ETA 9分钟,,06:31,12:21,SHMAAS,,,,,09:45,计划发车,B,末次终点ETA兜底,是,3,3,135.0,4/28
,沪A70597D,0,东高路张杨北路,09:47,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:55,128分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:20,12:21,SHMAAS,,,,,09:47,计划发车,A,终点ETA确认/一致估算,是,3,2,146.0,18/28
,沪A09172D,1,康恩路康浦路,10:00,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:11,131分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,12:01,SHMAAS,,,,,10:00,计划发车,A,终点ETA确认/一致估算,是,2,2,144.0,14/28
,沪A36993D,0,东高路张杨北路,10:05,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:13,128分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,12:01,SHMAAS,,,,,10:05,计划发车,A,终点ETA确认/一致估算,是,2,2,148.5,24/28
,沪A73927D,0,东高路张杨北路,10:12,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:25,133分钟,,,SHMAAS末次终点ETA推算：12:21采样，终点ETA 4分钟,,07:01,12:21,SHMAAS,,,,,10:12,计划发车,B,末次终点ETA兜底,是,2,2,149.0,25/28
,沪A05218D,1,康恩路康浦路,10:15,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:25,130分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:51,12:21,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,3,3,135.3,6/28
,沪A95621D,0,东高路张杨北路,10:22,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:28,126分钟,,,SHMAAS末次终点ETA推算：12:21采样，终点ETA 7分钟,,07:20,12:21,SHMAAS,,,,,10:22,计划发车,B,末次终点ETA兜底,是,2,2,145.5,17/28
,沪A67672D,1,康恩路康浦路,10:30,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:42,132分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:01,12:21,SHMAAS,,,,,10:30,计划发车,A,终点ETA确认/一致估算,是,2,2,139.5,8/28
,沪A72873D,0,东高路张杨北路,10:40,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:49,129分钟,,,12:21采样：该车到重点站周东路川周公路 ETA 13分钟；叠加该车自身同类时段从该站到终点历史中位数15分钟，约±5分钟,5,07:20,12:21,SHMAAS,,,,,10:40,计划发车,B,同车重点站剩余时间,是,2,2,147.5,21/28
,沪A51682D,1,康恩路康浦路,10:45,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:47,122分钟,,,同车下一次反向发车13:20，减去该车自身同类时段历史终点停站中位数32分钟，约±5分钟,5,06:20,12:21,SHMAAS,,,,,10:45,计划发车,B,同车反向发车反推,是,3,3,138.0,7/28
,沪A37823D,1,康恩路康浦路,11:00,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:06,126分钟,,,12:21采样：该车到重点站金杨路金口路 ETA 5分钟；叠加该车自身同类时段从该站到终点历史中位数40分钟，约±8分钟,8,07:20,12:21,SHMAAS,,,,,11:00,计划发车,B,同车重点站剩余时间,是,2,2,135.0,4/28
,沪A62880D,0,东高路张杨北路,11:00,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:06,127分钟,,,12:21采样：该车到重点站沪南路御桥路 ETA 8分钟；叠加该车自身同类时段从该站到终点历史中位数37分钟，约±6分钟,6,07:31,12:21,SHMAAS,,,,,11:00,计划发车,B,同车重点站剩余时间,是,2,2,140.5,11/28
,沪A37267D,1,康恩路康浦路,11:15,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:28,133分钟,,,12:21采样：该车到重点站锦绣路花木路 ETA 2分钟；叠加该车自身同类时段从该站到终点历史中位数65分钟，约±11分钟,11,06:31,12:21,SHMAAS,,,,,11:15,计划发车,C,同车重点站剩余时间,是,2,2,139.5,8/28
,沪A68375D,0,东高路张杨北路,11:20,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:34,134分钟,,,12:21采样：该车到重点站浦建路锦绣路 ETA 2分钟；叠加该车自身同类时段从该站到终点历史中位数71分钟，约±15分钟,15,06:51,12:21,SHMAAS,,,,,11:20,计划发车,C,同车重点站剩余时间,是,2,2,144.0,14/28
,沪A65668D,1,康恩路康浦路,11:25,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,13:48,143分钟,,,12:21采样：该车到重点站锦绣路花木路 ETA 7分钟；叠加该车自身同类时段从该站到终点历史中位数80分钟，约±13分钟,13,06:01,12:21,SHMAAS,,,,,11:25,计划发车,C,同车重点站剩余时间,是,2,2,145.0,16/28
,沪A68261D,0,东高路张杨北路,11:40,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,14:02,142分钟,,,12:21采样：该车到重点站白桦路明月路 ETA 8分钟；叠加该车自身同类时段从该站到终点历史中位数93分钟，约±15分钟,15,06:01,12:21,SHMAAS,,,,,11:40,计划发车,C,同车重点站剩余时间,是,3,3,139.7,10/28
,沪A66883D,1,康恩路康浦路,11:50,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,14:10,140分钟,,,12:21采样：该车到重点站沪南路华夏西路 ETA 11分钟；叠加该车自身同类时段从该站到终点历史中位数98分钟，约±10分钟,10,06:01,12:21,SHMAAS,,,,,11:50,计划发车,B,同车重点站剩余时间,是,3,3,147.3,20/28
,沪A67057D,0,东高路张杨北路,12:05,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,14:13,128分钟,,,12:21采样：该车到重点站莱阳路东陆路 ETA 2分钟；叠加该车自身同类时段从该站到终点历史中位数110分钟，约±15分钟,15,06:01,12:21,SHMAAS,,,,,12:05,计划发车,C,同车重点站剩余时间,是,2,2,148.0,22/28
,沪A70597D,1,康恩路康浦路,12:15,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:20,12:21,SHMAAS,,,,,12:15,计划发车,D,证据不足,否,3,2,146.0,18/28
,沪A02316D,0,东高路张杨北路,12:30,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,14:40,130分钟,,,按该车自身同方向、同类时段历史全程时间中位数130分钟估算，约±11分钟,11,06:31,12:21,SHMAAS,,,,,12:30,计划发车,C,同车历史全程时间,是,3,3,135.0,4/28
,沪A79307D,1,康恩路康浦路,12:30,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,09:41,12:21,SHMAAS,,,,,12:30,计划发车,D,证据不足,否,1,0,,—/28
,沪A55102D,1,康恩路康浦路,12:40,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,14:45,125分钟,,,按该车自身同方向、同类时段历史全程时间中位数125分钟估算，约±5分钟,5,06:51,12:21,SHMAAS,,,,,12:40,计划发车,B,同车历史全程时间,是,2,1,125.0,2/28
,沪A05218D,0,东高路张杨北路,12:55,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:01,126分钟,,,按该车自身同方向、同类时段历史全程时间中位数126分钟估算，约±7分钟,7,06:51,12:21,SHMAAS,,,,,12:55,计划发车,B,同车历史全程时间,是,3,3,135.3,6/28
,沪A15790A,1,康恩路康浦路,13:05,东高路张杨北路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:09,124分钟,,,按该车自身同方向、同类时段历史全程时间中位数124分钟估算，约±7分钟,7,07:11,12:21,SHMAAS,,,,,13:05,计划发车,B,同车历史全程时间,是,2,1,124.0,1/28
,沪A51682D,0,东高路张杨北路,13:20,康恩路康浦路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:27,127分钟,,,按该车自身同方向、同类时段历史全程时间中位数127分钟估算，约±12分钟,12,06:20,12:21,SHMAAS,,,,,13:20,计划发车,C,同车历史全程时间,是,3,3,138.0,7/28
