车牌号,方向,发车时间,计划发车时间,发车时间依据,到达时间,全程时间,班次类型,班次类型判定依据,到达置信度,到达估算方法,参与车速排名,本车首次观测,最后可靠采集站点,最后可靠预计到达时间,备注,当日车速排名,当日计入排名班次,当日平均全程时间（分钟）
沪A35717D,1,21:15,21:15,SHMAAS待发计划,22:22,67,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,20:16,,,终点近站ETA推算，约±5分钟,1,1,67
沪A66513D,1,20:50,20:50,SHMAAS待发计划,21:58,68,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,20:16,,,终点近站ETA推算，约±5分钟,2,1,68
沪A68870D,1,20:30,20:30,SHMAAS待发计划,21:41,71,全程车,未发现可靠中途折返证据,C,末次终点ETA,是,20:16,,,末次终点ETA推算，约±15分钟,3,1,71
