线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A56123D,11:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:33,83.5,B,终点ETA多样本共识,是,丁香路长柳路,12:34,07:00,14
浦东78路,沪A56123D,14:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:13,82.9,A,终点ETA多样本共识,是,杨高中路云山路,16:18,07:00,14
浦东78路,沪A56123D,09:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,大同路和龙路,10:47,07:00,14
浦东78路,沪A56123D,13:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:26,80.5,B,终点ETA多样本共识,是,大同路和龙路,14:28,07:00,14
浦东78路,沪A56123D,16:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:00,14
浦东78路,沪A56630D,06:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,芳甸路杨高中路,08:33,06:20,10
浦东78路,沪A56630D,15:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,16:22,81.9,A,终点ETA多样本共识,否,金杨路云山路,16:29,06:20,10
浦东78路,沪A56630D,08:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:11,86.4,A,终点近站ETA确认,是,和龙路草高支路,10:11,06:20,10
浦东78路,沪A57022D,06:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:16,110.7,B,终点ETA多样本共识,是,杨高中路云山路,08:20,06:00,13
浦东78路,沪A57022D,10:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:24,84.5,A,终点ETA多样本共识,是,丁香路长柳路,11:24,06:00,13
浦东78路,沪A57022D,13:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:03,83.5,B,终点ETA多样本共识,是,丁香路长柳路,15:06,06:00,13
浦东78路,沪A57022D,08:09,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,13
浦东78路,沪A57022D,08:16,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,13
浦东78路,沪A57022D,08:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:46,85.9,A,终点ETA多样本共识,是,大同路和龙路,09:48,06:00,13
浦东78路,沪A57022D,11:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:07,76.6,A,终点ETA多样本共识,是,大同路石家街（市七医院）,13:10,06:00,13
浦东78路,沪A57022D,15:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金杨路金桥路,16:30,06:00,13
浦东78路,沪A57902D,07:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:09,98.6,B,终点ETA多样本共识,是,丁香路民生路,09:13,07:20,5
浦东78路,沪A57902D,16:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:20,5
浦东78路,沪A57902D,15:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:10,69.7,B,终点ETA多样本共识,是,大同路石家街（市七医院）,16:18,07:20,5
浦东78路,沪A58633D,08:18,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:46,87.9,A,终点ETA多样本共识,是,丁香路金松路,09:45,06:30,6
浦东78路,沪A58633D,12:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:18,77.5,B,终点ETA多样本共识,是,金杨路金口路,13:22,06:30,6
浦东78路,沪A58633D,15:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,同港路大同路,16:31,06:30,6
浦东78路,沪A58633D,06:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:11,91.4,C,终点ETA多样本共识,是,和龙路花山路,08:15,06:30,6
浦东78路,沪A58633D,10:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:33,82.7,B,终点ETA多样本共识,是,和龙路清溪路,11:37,06:30,6
浦东78路,沪A58633D,13:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:18,83.5,B,终点ETA多样本共识,是,大同路清溪路,15:21,06:30,6
浦东78路,沪A59117D,09:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:14,74.4,B,终点ETA多样本共识,是,杨高中路云山路,10:19,06:50,3
浦东78路,沪A59117D,07:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:47,92.0,B,终点ETA多样本共识,是,大同路石家街（市七医院）,08:50,06:50,3
浦东78路,沪A59117D,10:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,五莲路荷泽路,11:14,06:50,3
浦东78路,沪A59117D,15:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,云山路银山路,16:25,06:50,3
浦东78路,沪A66391D,08:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,云山路灵山路,09:55,06:30,
浦东78路,沪A66391D,06:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,大同路石家街（市七医院）,08:20,06:30,
浦东78路,沪A66391D,10:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,五莲路凌河路,10:57,06:30,
浦东78路,沪A66391D,15:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,巨峰路五莲路,16:11,06:30,
