线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A35172D,08:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:14,89.4,B,终点ETA多样本共识,是,杨高中路云山路,10:19,06:30,12
浦东78路,沪A35172D,12:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:45,80.4,B,终点ETA多样本共识,是,芳甸路杨高中路,13:46,06:30,12
浦东78路,沪A35172D,16:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,12
浦东78路,沪A35172D,07:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:41,101.5,A,终点近站ETA确认,是,和龙路草高支路,08:41,06:30,12
浦东78路,沪A35172D,10:35,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:02,86.7,A,终点近站ETA确认,是,和龙路草高支路,12:02,06:30,12
浦东78路,沪A35172D,14:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:43,82.9,B,终点ETA多样本共识,是,和龙路清溪路,15:46,06:30,12
浦东78路,沪A35186D,09:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:00,8
浦东78路,沪A35186D,09:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:43,83.4,B,终点ETA多样本共识,是,丁香路长柳路,10:43,07:00,8
浦东78路,沪A35186D,12:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:11,80.9,B,终点ETA多样本共识,是,芳甸路杨高中路,14:15,07:00,8
浦东78路,沪A35186D,16:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:00,8
浦东78路,沪A35186D,07:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:10,100.4,A,终点ETA多样本共识,是,大同路石家街（市七医院）,09:12,07:00,8
浦东78路,沪A35186D,11:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:21,81.4,A,终点近站ETA确认,是,和龙路草高支路,12:21,07:00,8
浦东78路,沪A35186D,14:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:04,79.4,B,终点ETA多样本共识,是,和龙路花山路,16:08,07:00,8
浦东78路,沪A35591D,07:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,芳甸路杨高中路,08:47,06:30,4
浦东78路,沪A35591D,10:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:10,84.5,B,终点ETA多样本共识,是,杨高中路云山路,12:10,06:30,4
浦东78路,沪A35591D,14:35,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:03,87.7,B,终点ETA多样本共识,是,丁香路长柳路,16:06,06:30,4
浦东78路,沪A35591D,08:57,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,大同路清溪路,10:22,06:30,4
浦东78路,沪A35591D,12:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:59,79.4,B,终点ETA多样本共识,是,大同路石家街（市七医院）,13:59,06:30,4
浦东78路,沪A35591D,16:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,4
浦东78路,沪A35616D,06:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:51,101.4,A,终点近站ETA确认,是,港城路地铁站,07:51,06:00,15
浦东78路,沪A35616D,14:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:41,81.4,A,终点ETA多样本共识,是,丁香路民生路,15:43,06:00,15
浦东78路,沪A35616D,08:03,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:41,98.4,C,终点ETA多样本共识,是,和龙路清溪路,09:45,06:00,15
浦东78路,沪A35616D,16:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,15
浦东78路,沪A36809D,06:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:30,109.9,B,终点ETA多样本共识,是,丁香路长柳路,08:35,06:00,11
浦东78路,沪A36809D,10:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:41,81.4,A,终点近站ETA确认,是,丁香路合欢路,11:41,06:00,11
浦东78路,沪A36809D,14:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:20,80.4,B,终点ETA多样本共识,是,丁香路民生路,15:23,06:00,11
浦东78路,沪A36809D,08:33,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,11
浦东78路,沪A36809D,08:39,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:02,82.6,A,终点近站ETA确认,是,和龙路草高支路,10:02,06:00,11
浦东78路,沪A36809D,12:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:41,86.4,A,终点近站ETA确认,是,和龙路草高支路,13:41,06:00,11
浦东78路,沪A36809D,16:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,合欢路丁香路（浦东市民中心）,16:22,06:00,11
浦东78路,沪A36930D,08:21,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:40,2
浦东78路,沪A36930D,08:33,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:40,2
浦东78路,沪A36930D,08:39,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:02,82.6,A,终点近站ETA确认,是,和龙路草高支路,10:02,07:40,2
浦东78路,沪A51173D,07:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:58,108.4,A,终点ETA多样本共识,是,港城路地铁站,08:57,06:50,17
浦东78路,沪A51173D,15:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金杨路金口路,16:10,06:50,17
浦东78路,沪A51173D,09:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,大同路清溪路,10:26,06:50,17
浦东78路,沪A52736D,07:54,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,1
浦东78路,沪A52736D,08:06,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:35,89.4,A,终点ETA多样本共识,是,港城路地铁站,09:35,06:30,1
浦东78路,沪A52736D,15:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,杨高北路航津路,16:40,06:30,1
浦东78路,沪A52736D,09:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:00,75.4,B,终点ETA多样本共识,是,和龙路花山路,11:05,06:30,1
浦东78路,沪A53629D,07:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:32,96.5,A,终点近站ETA确认,是,丁香路合欢路,09:32,07:00,16
浦东78路,沪A53629D,15:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金高路俱进路,16:16,07:00,16
浦东78路,沪A55150D,07:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,7
浦东78路,沪A55150D,07:42,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:22,100.4,A,终点ETA多样本共识,是,丁香路合欢路,09:22,06:00,7
浦东78路,沪A55150D,11:35,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:53,78.4,B,终点ETA多样本共识,是,丁香路长柳路,12:53,06:00,7
浦东78路,沪A55150D,15:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,巨峰路成园路,16:23,06:00,7
浦东78路,沪A55150D,09:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:51,81.4,A,终点近站ETA确认,是,和龙路草高支路,10:51,06:00,7
浦东78路,沪A55150D,13:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:49,79.5,B,终点ETA多样本共识,是,大同路石家街（市七医院）,14:49,06:00,7
浦东78路,沪A55207D,09:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,9
浦东78路,沪A55207D,09:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:02,82.4,B,终点ETA多样本共识,是,丁香路民生路,11:04,06:00,9
浦东78路,沪A55207D,13:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:38,82.6,B,终点ETA多样本共识,是,杨高中路云山路,14:39,06:00,9
浦东78路,沪A55207D,07:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:26,101.4,B,终点ETA多样本共识,是,大同路和龙路,09:29,06:00,9
浦东78路,沪A55207D,11:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:41,76.4,A,终点近站ETA确认,是,和龙路草高支路,12:41,06:00,9
浦东78路,沪A55207D,15:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,16:28,77.8,B,终点ETA多样本共识,否,大同路和龙路,16:37,06:00,9
浦东78路,沪A56123D,07:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:07,106.5,B,终点ETA多样本共识,是,杨高中路云山路,09:11,07:00,14
