临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A36809D,0,港城路地铁站,06:10,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,07:48,98分钟,,,SHMAAS末次终点ETA推算：07:40采样，终点ETA 8分钟,,06:00,20:50,SHMAAS,,,,,06:10,计划发车,B,末次终点ETA兜底,是,6,6,94.8,14/17
,沪A51173D,0,港城路地铁站,06:25,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:19,115分钟,,,SHMAAS末次终点ETA推算：08:00采样，终点ETA 19分钟,,06:00,19:10,SHMAAS,,,,,06:25,计划发车,B,末次终点ETA兜底,是,7,7,89.3,8/17
,沪A35591D,1,锦带路迎春路（浦东新区办公中心）,06:40,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:11,91分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:30,19:20,SHMAAS,,,,,06:40,计划发车,A,终点ETA确认/一致估算,是,7,7,88.0,6/17
,沪A56630D,0,港城路地铁站,06:40,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:31,111分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:00,19:30,SHMAAS,,,,,06:40,计划发车,A,终点ETA确认/一致估算,是,7,6,96.0,16/17
,沪A55207D,0,港城路地铁站,06:50,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:43,114分钟,,,SHMAAS末次终点ETA推算：08:30采样，终点ETA 13分钟,,06:20,20:50,SHMAAS,,,,,06:50,计划发车,B,末次终点ETA兜底,是,6,5,97.8,17/17
,沪A57022D,1,锦带路迎春路（浦东新区办公中心）,06:55,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:27,92分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:30,20:50,SHMAAS,,,,,06:55,计划发车,A,终点ETA确认/一致估算,是,6,5,90.6,9/17
,沪A35172D,0,港城路地铁站,07:00,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:52,112分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:30,18:00,SHMAAS,,,,,07:00,计划发车,A,终点ETA确认/一致估算,是,6,6,94.8,14/17
,沪A35616D,1,锦带路迎春路（浦东新区办公中心）,07:10,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:47,97分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:30,19:30,SHMAAS,,,,,07:10,计划发车,A,终点ETA确认/一致估算,是,7,7,88.4,7/17
,沪A58633D,0,港城路地铁站,07:10,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:58,108分钟,,,同车下一次反向发车09:10，减去该车自身同类时段历史终点停站中位数12分钟，约±12分钟,12,06:50,20:50,SHMAAS,,,,,07:10,计划发车,C,同车反向发车反推,是,6,6,92.5,10/17
,沪A66391D,0,港城路地铁站,07:20,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:58,98分钟,,,SHMAAS末次终点ETA推算：08:50采样，终点ETA 8分钟,,07:00,19:50,SHMAAS,,,,,07:20,计划发车,B,末次终点ETA兜底,是,7,7,83.4,2/17
