线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A51173D,08:16,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,芳甸路杨高中路,08:58,06:00,7
浦东78路,沪A52736D,08:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:50,1
浦东78路,沪A52736D,07:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:30,75.0,B,终点ETA多样本共识,是,港城路地铁站,08:33,06:50,1
浦东78路,沪A53629D,07:42,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,巨峰路成园路,08:38,07:20,
浦东78路,沪A55150D,07:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,09:05,94.5,C,末次终点ETA,否,金高路俱进路,09:05,07:00,
浦东78路,沪A55207D,06:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,08:33,102.5,C,末次终点ETA,否,云山路灵山路,08:33,06:20,
浦东78路,沪A55207D,08:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:20,
浦东78路,沪A56123D,07:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金高路俱进路,08:11,06:10,
浦东78路,沪A56630D,06:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:14,94.0,B,终点ETA多样本共识,是,杨高中路云山路,08:18,06:00,4
浦东78路,沪A56630D,08:33,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,4
浦东78路,沪A57022D,08:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,5
浦东78路,沪A57022D,06:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:29,99.4,B,终点ETA多样本共识,是,大同路和龙路,08:29,06:30,5
浦东78路,沪A57902D,08:06,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,航津路地铁站,08:47,07:00,
浦东78路,沪A58633D,07:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,08:43,92.5,C,末次终点ETA,否,张杨北路五莲路,08:43,06:50,
浦东78路,沪A59117D,07:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,巨峰路成园路,08:36,06:00,
浦东78路,沪A66391D,07:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,张杨北路博兴路,08:35,07:00,
