临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A55207D,0,港城路地铁站,06:10,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,07:56,107分钟,,,SHMAAS末次终点ETA推算：07:30采样，终点ETA 26分钟,,06:00,08:18,SHMAAS,,,,,06:10,计划发车,C,末次终点ETA兜底,是,2,2,95.5,14/18
,沪A35591D,0,港城路地铁站,06:25,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:10,106分钟,,,SHMAAS末次终点ETA推算：08:00采样，终点ETA 10分钟,,06:00,08:18,SHMAAS,,,,,06:25,计划发车,B,末次终点ETA兜底,是,2,2,95.0,12/18
,沪A35616D,1,锦带路迎春路（浦东新区办公中心）,06:40,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:11,91分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:30,08:10,SHMAAS,,,,,06:40,计划发车,A,终点ETA确认/一致估算,是,2,2,90.0,8/18
,沪A59117D,0,港城路地铁站,06:40,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:12,93分钟,,,SHMAAS末次终点ETA推算：08:00采样，终点ETA 12分钟,,06:00,08:18,SHMAAS,,,,,06:40,计划发车,B,末次终点ETA兜底,是,2,2,87.0,3/18
,沪A52736D,0,港城路地铁站,06:50,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:28,98分钟,,,SHMAAS末次终点ETA推算：08:18采样，终点ETA 10分钟,,06:20,08:18,SHMAAS,,,,,06:50,计划发车,B,末次终点ETA兜底,是,2,2,88.5,6/18
,沪A58633D,1,锦带路迎春路（浦东新区办公中心）,06:50,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:19,89分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:30,08:18,SHMAAS,,,,,06:50,计划发车,A,终点ETA确认/一致估算,是,2,2,87.0,3/18
,沪A36809D,0,港城路地铁站,07:00,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:38,98分钟,,,08:18采样：该车到重点站云山路灵山路 ETA 5分钟；叠加该车自身同类时段从该站到终点历史中位数15分钟，约±6分钟,6,06:30,08:18,SHMAAS,,,,,07:00,计划发车,B,同车重点站剩余时间,是,1,1,98.0,15/18
,沪A56630D,1,锦带路迎春路（浦东新区办公中心）,07:00,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:37,97分钟,,,SHMAAS末次终点ETA推算：08:18采样，终点ETA 19分钟,,06:30,08:18,SHMAAS,,,,,07:00,计划发车,B,末次终点ETA兜底,是,2,2,89.0,7/18
,沪A35172D,0,港城路地铁站,07:10,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:40,91分钟,,,08:18采样：该车到重点站云山路灵山路 ETA 10分钟；叠加该车自身同类时段从该站到终点历史中位数13分钟，约±6分钟,6,06:50,08:18,SHMAAS,,,,,07:10,计划发车,B,同车重点站剩余时间,是,1,1,91.0,9/18
,沪A55150D,1,锦带路迎春路（浦东新区办公中心）,07:15,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:46,92分钟,,,08:18采样：该车到重点站杨高北路（外高桥保税区南站） ETA 0分钟；叠加该车自身同类时段从该站到终点历史中位数29分钟，约±5分钟,5,06:50,08:18,SHMAAS,,,,,07:15,计划发车,B,同车重点站剩余时间,是,1,1,92.0,10/18
,沪A51173D,0,港城路地铁站,07:20,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:51,92分钟,,,08:18采样：该车到重点站张杨北路博兴路 ETA 4分钟；叠加该车自身同类时段从该站到终点历史中位数30分钟，约±5分钟,5,06:50,08:18,SHMAAS,,,,,07:20,计划发车,B,同车重点站剩余时间,是,1,1,92.0,10/18
,沪A57022D,0,港城路地铁站,07:30,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:04,95分钟,,,08:18采样：该车到重点站五莲路归昌路 ETA 11分钟；叠加该车自身同类时段从该站到终点历史中位数36分钟，约±5分钟,5,06:10,08:18,SHMAAS,,,,,07:30,计划发车,B,同车重点站剩余时间,是,1,1,95.0,12/18
,沪A66391D,1,锦带路迎春路（浦东新区办公中心）,07:30,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,08:45,76分钟,,,08:18采样：该车到重点站杨高北路（外高桥保税区南站） ETA 5分钟；叠加该车自身同类时段从该站到终点历史中位数23分钟，约±5分钟,5,07:00,08:18,SHMAAS,,,,,07:30,计划发车,B,同车重点站剩余时间,是,1,1,76.0,1/18
,沪A53629D,0,港城路地铁站,07:42,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:20,08:18,SHMAAS,,,,,07:42,计划发车,D,证据不足,否,1,0,,—/18
,沪A35186D,1,锦带路迎春路（浦东新区办公中心）,07:45,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:11,87分钟,,,08:18采样：该车到重点站五莲路凌河路 ETA 1分钟；叠加该车自身同类时段从该站到终点历史中位数53分钟，约±5分钟,5,06:00,08:18,SHMAAS,,,,,07:45,计划发车,B,同车重点站剩余时间,是,1,1,87.0,3/18
,沪A56123D,0,港城路地铁站,07:54,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:13,79分钟,,,08:00采样：该车到重点站杨高北路夏碧路 ETA 18分钟；叠加该车自身同类时段从该站到终点历史中位数55分钟，约±5分钟,5,06:20,08:18,SHMAAS,,,,,07:54,计划发车,B,同车重点站剩余时间,是,1,1,79.0,2/18
,沪A55207D,1,锦带路迎春路（浦东新区办公中心）,08:03,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:26,84分钟,,,08:18采样：该车到重点站金高路行泰路 ETA 33分钟；叠加该车自身同类时段从该站到终点历史中位数36分钟，约±5分钟,5,06:00,08:18,SHMAAS,,,,,08:03,计划发车,B,同车重点站剩余时间,是,2,2,95.5,14/18
,沪A57902D,0,港城路地铁站,08:06,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:00,08:18,SHMAAS,,,,,08:06,计划发车,D,证据不足,否,1,0,,—/18
,沪A35591D,1,锦带路迎春路（浦东新区办公中心）,08:14,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:38,84分钟,,,08:18采样：该车到重点站云山路灵山路 ETA 12分钟；叠加该车自身同类时段从该站到终点历史中位数68分钟，约±5分钟,5,06:00,08:18,SHMAAS,,,,,08:14,计划发车,B,同车重点站剩余时间,是,2,2,95.0,12/18
,沪A35616D,0,港城路地铁站,08:18,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:47,89分钟,,,按该车自身同方向、同类时段历史全程时间中位数89分钟估算，约±6分钟,6,06:30,08:10,SHMAAS,,,,,08:18,计划发车,B,同车历史全程时间,是,2,2,90.0,8/18
,沪A59117D,1,锦带路迎春路（浦东新区办公中心）,08:23,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:44,81分钟,,,按该车自身同方向、同类时段历史全程时间中位数81分钟估算，约±8分钟,8,06:00,08:18,SHMAAS,,,,,08:23,计划发车,B,同车历史全程时间,是,2,2,87.0,3/18
,沪A58633D,0,港城路地铁站,08:30,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,09:55,85分钟,,,按该车自身同方向、同类时段历史全程时间中位数85分钟估算，约±5分钟,5,06:30,08:18,SHMAAS,,,,,08:30,计划发车,B,同车历史全程时间,是,2,2,87.0,3/18
,沪A36930D,1,锦带路迎春路（浦东新区办公中心）,08:35,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,07:40,08:18,SHMAAS,,,,,08:35,计划发车,D,证据不足,否,1,0,,—/18
,沪A56630D,0,港城路地铁站,08:45,锦带路迎春路（浦东新区办公中心）,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:06,81分钟,,,按该车自身同方向、同类时段历史全程时间中位数81分钟估算，约±6分钟,6,06:30,08:18,SHMAAS,,,,,08:45,计划发车,B,同车历史全程时间,是,2,2,89.0,7/18
,沪A52736D,1,锦带路迎春路（浦东新区办公中心）,08:57,港城路地铁站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,10:16,79分钟,,,按该车自身同方向、同类时段历史全程时间中位数79分钟估算，约±6分钟,6,06:20,08:18,SHMAAS,,,,,08:57,计划发车,B,同车历史全程时间,是,2,2,88.5,6/18
