线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A35172D,08:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:08,83.0,B,终点ETA多样本共识,是,丁香路金松路,10:13,08:00,11
浦东78路,沪A35172D,12:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:40,84.9,B,终点ETA多样本共识,是,丁香路长柳路,13:43,08:00,11
浦东78路,沪A35172D,15:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:01,80.6,A,终点ETA多样本共识,是,丁香路民生路,17:03,08:00,11
浦东78路,沪A35172D,19:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:18,78.1,B,终点ETA多样本共识,是,丁香路民生路,20:23,08:00,11
浦东78路,沪A35172D,10:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:45,95.4,B,终点ETA多样本共识,是,大同路石家街（市七医院）,11:49,08:00,11
浦东78路,沪A35172D,13:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:11,91.0,B,终点ETA多样本共识,是,和龙路花山路,15:14,08:00,11
浦东78路,沪A35172D,17:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:31,80.5,B,终点ETA多样本共识,是,大同路和龙路,18:38,08:00,11
浦东78路,沪A35186D,07:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:37,87.5,C,终点ETA多样本共识,是,丁香路长柳路,08:36,06:00,9
浦东78路,沪A35186D,13:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:47,77.2,B,终点ETA多样本共识,是,丁香路长柳路,14:52,06:00,9
浦东78路,沪A35186D,16:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:22,87.0,B,终点ETA多样本共识,是,丁香路民生路,18:22,06:00,9
浦东78路,沪A35186D,08:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:09,83.9,B,终点ETA多样本共识,是,和龙路花山路,10:14,06:00,9
浦东78路,沪A35186D,14:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:26,91.0,B,终点ETA多样本共识,是,大同路和龙路,16:28,06:00,9
浦东78路,沪A35186D,18:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:41,76.4,A,终点近站ETA确认,是,和龙路草高支路,19:41,06:00,9
浦东78路,沪A35591D,10:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:56,76.0,B,终点ETA多样本共识,是,杨高中路云山路,12:00,08:20,4
浦东78路,沪A35591D,15:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:52,82.5,B,终点ETA多样本共识,是,杨高中路云山路,17:00,08:20,4
浦东78路,沪A35591D,18:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:59,79.4,B,终点ETA多样本共识,是,丁香路长柳路,20:03,08:20,4
浦东78路,沪A35591D,09:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:21,81.4,A,终点近站ETA确认,是,和龙路草高支路,10:21,08:20,4
浦东78路,沪A35591D,12:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:25,80.4,B,终点ETA多样本共识,是,和龙路清溪路,13:25,08:20,4
浦东78路,沪A35591D,17:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:19,78.5,A,终点ETA多样本共识,是,大同路石家街（市七医院）,18:18,08:20,4
浦东78路,沪A35591D,20:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:02,81.9,B,终点ETA多样本共识,是,大同路清溪路,22:02,08:20,4
浦东78路,沪A35616D,07:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:37,77.4,B,终点ETA多样本共识,是,和龙路花山路,08:45,06:00,2
