线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A36809D,09:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:33,93.4,B,终点ETA多样本共识,是,杨高中路云山路,10:36,08:20,15
浦东78路,沪A36809D,12:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:01,81.4,B,终点ETA多样本共识,是,芳甸路杨高中路,14:06,08:20,15
浦东78路,沪A36809D,16:01,港城路地铁站,锦带路迎春路（浦东新区办公中心）,疑似区间车,同向实际位置连续推进至杨高中路云山路附近后停止；约20分钟后在芳甸路杨高中路附近形成反向连续轨迹（9个采样点），空间衔接符合中途折返,,,D,,否,杨高中路云山路,17:21,08:20,15
浦东78路,沪A36809D,19:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:51,81.4,A,终点近站ETA确认,是,丁香路合欢路,20:51,08:20,15
浦东78路,沪A36809D,10:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,08:20,15
浦东78路,沪A36809D,10:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:11,101.4,A,终点近站ETA确认,是,和龙路草高支路,12:11,08:20,15
浦东78路,沪A36809D,14:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:32,86.5,A,终点近站ETA确认,是,和龙路草高支路,15:32,08:20,15
浦东78路,沪A36809D,17:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:02,91.7,A,终点近站ETA确认,是,和龙路草高支路,19:02,08:20,15
浦东78路,沪A51173D,08:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:35,79.8,A,终点ETA多样本共识,是,芳甸路杨高中路,09:37,06:30,3
浦东78路,沪A51173D,11:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:10,80.0,B,终点ETA多样本共识,是,丁香路金松路,13:14,06:30,3
浦东78路,沪A51173D,15:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:16,76.4,B,终点ETA多样本共识,是,杨高中路云山路,16:19,06:30,3
浦东78路,沪A51173D,18:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,杨高北路洲海路（外高桥保税区）,18:44,06:30,3
浦东78路,沪A51173D,06:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:02,81.7,A,终点近站ETA确认,是,和龙路草高支路,08:02,06:30,3
浦东78路,沪A51173D,09:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:04,84.4,B,终点ETA多样本共识,是,大同路和龙路,11:08,06:30,3
浦东78路,沪A51173D,13:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:36,80.6,B,终点ETA多样本共识,是,大同路清溪路,14:43,06:30,3
浦东78路,沪A51173D,16:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:45,74.9,A,终点ETA多样本共识,是,大同路石家街（市七医院）,17:48,06:30,3
浦东78路,沪A52736D,11:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:20,79.7,B,终点ETA多样本共识,是,丁香路金松路,12:24,08:40,5
浦东78路,沪A52736D,16:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,已取得接近终点的同向ETA证据；按全程运行处理,17:28,78.4,B,终点ETA多样本共识,是,丁香路长柳路,17:35,08:40,5
浦东78路,沪A52736D,19:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:03,78.1,B,终点ETA多样本共识,是,丁香路长柳路,21:03,08:40,5
浦东78路,沪A52736D,09:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:34,83.5,A,终点ETA多样本共识,是,大同路和龙路,10:38,08:40,5
浦东78路,沪A52736D,12:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:53,88.4,B,终点ETA多样本共识,是,大同路和龙路,13:58,08:40,5
浦东78路,沪A52736D,17:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,已取得接近终点的同向ETA证据；按全程运行处理,19:02,81.7,A,终点近站ETA确认,是,和龙路草高支路,19:02,08:40,5
浦东78路,沪A52736D,21:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:23,73.0,B,终点ETA多样本共识,是,和龙路花山路,22:25,08:40,5
浦东78路,沪A53629D,13:05,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:13,68.4,A,终点ETA多样本共识,是,杨高中路云山路,14:20,12:00,1
浦东78路,沪A53629D,16:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:41,81.4,A,终点近站ETA确认,是,丁香路合欢路,17:41,12:00,1
浦东78路,沪A53629D,19:58,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:11,73.4,A,终点近站ETA确认,是,丁香路合欢路,21:11,12:00,1
浦东78路,沪A53629D,14:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:44,73.6,A,终点ETA多样本共识,是,大同路和龙路,15:47,12:00,1
浦东78路,沪A53629D,17:52,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:16,83.7,B,终点ETA多样本共识,是,和龙路花山路,19:17,12:00,1
浦东78路,沪A53629D,21:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,22:51,70.5,B,终点ETA多样本共识,否,航津路地铁站,22:54,12:00,1
浦东78路,沪A55150D,09:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:12,87.4,B,终点ETA多样本共识,是,丁香路长柳路,11:13,07:10,10
浦东78路,沪A55150D,14:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:50,80.4,B,终点ETA多样本共识,是,丁香路长柳路,15:53,07:10,10
浦东78路,沪A55150D,17:42,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:12,90.4,B,终点ETA多样本共识,是,丁香路金松路,19:17,07:10,10
浦东78路,沪A55150D,08:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:22,81.5,B,终点ETA多样本共识,是,和龙路清溪路,09:27,07:10,10
浦东78路,沪A55150D,11:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:37,87.4,B,终点ETA多样本共识,是,大同路和龙路,12:38,07:10,10
浦东78路,沪A55150D,16:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:10,10
浦东78路,沪A55150D,16:01,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:25,84.4,A,终点ETA多样本共识,是,和龙路清溪路,17:25,07:10,10
浦东78路,沪A55150D,19:41,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:02,80.7,A,终点近站ETA确认,是,和龙路草高支路,21:02,07:10,10
浦东78路,沪A56123D,08:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:57,87.0,C,终点ETA多样本共识,是,丁香路民生路,10:04,06:30,12
浦东78路,沪A56123D,13:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:09,79.4,B,终点ETA多样本共识,是,芳甸路杨高中路,15:15,06:30,12
浦东78路,沪A56123D,17:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:37,86.9,B,终点ETA多样本共识,是,杨高中路云山路,18:40,06:30,12
浦东78路,沪A56123D,07:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:21,81.4,A,终点近站ETA确认,是,和龙路草高支路,08:21,06:30,12
浦东78路,沪A56123D,09:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,12
浦东78路,沪A56123D,10:02,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:30,88.5,B,终点ETA多样本共识,是,和龙路花山路,11:35,06:30,12
浦东78路,沪A56123D,15:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:45,85.4,B,终点ETA多样本共识,是,大同路石家街（市七医院）,16:51,06:30,12
浦东78路,沪A56123D,18:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:15,85.4,B,终点ETA多样本共识,是,大同路和龙路,20:18,06:30,12
浦东78路,沪A57022D,07:35,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:00,85.4,B,终点ETA多样本共识,是,丁香路民生路,09:03,06:30,8
浦东78路,沪A57022D,11:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:51,86.4,A,终点近站ETA确认,是,丁香路合欢路,12:51,06:30,8
浦东78路,沪A57022D,14:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:09,83.9,C,终点ETA多样本共识,是,丁香路民生路,16:13,06:30,8
浦东78路,沪A57022D,18:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,港城路地铁站,18:28,06:30,8
浦东78路,沪A57022D,18:01,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:23,82.4,B,终点ETA多样本共识,是,杨高中路云山路,19:29,06:30,8
浦东78路,沪A57022D,09:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:41,81.4,A,终点近站ETA确认,是,和龙路草高支路,10:41,06:30,8
浦东78路,沪A57022D,12:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:14,84.4,B,终点ETA多样本共识,是,大同路和龙路,14:17,06:30,8
浦东78路,沪A57022D,16:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:32,77.5,B,终点ETA多样本共识,是,和龙路花山路,17:33,06:30,8
浦东78路,沪A57902D,10:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:40,80.4,B,终点ETA多样本共识,是,芳甸路杨高中路,11:45,07:50,13
浦东78路,沪A57902D,15:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,杨高中路云山路,16:34,07:50,13
浦东78路,沪A57902D,18:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:46,85.5,A,终点ETA多样本共识,是,杨高中路云山路,19:48,07:50,13
浦东78路,沪A57902D,08:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:54,84.4,B,终点ETA多样本共识,是,大同路和龙路,09:58,07:50,13
浦东78路,沪A57902D,11:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:11,86.4,A,终点近站ETA确认,是,和龙路草高支路,13:11,07:50,13
浦东78路,沪A57902D,16:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:18,92.5,B,终点ETA多样本共识,是,大同路和龙路,18:16,07:50,13
浦东78路,沪A57902D,20:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:32,81.5,A,终点近站ETA确认,是,和龙路草高支路,21:32,07:50,13
浦东78路,沪A58633D,07:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:22,87.4,B,终点ETA多样本共识,是,港城路地铁站,09:22,06:50,7
浦东78路,沪A58633D,14:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:31,80.9,A,终点ETA多样本共识,是,丁香路长柳路,15:34,06:50,7
浦东78路,沪A58633D,17:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,金杨路金口路,18:52,06:50,7
浦东78路,沪A58633D,09:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:55,84.9,B,终点ETA多样本共识,是,和龙路清溪路,10:56,06:50,7
浦东78路,沪A58633D,15:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:02,81.6,A,终点近站ETA确认,是,和龙路草高支路,17:02,06:50,7
浦东78路,沪A58633D,19:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:32,77.1,A,终点近站ETA确认,是,和龙路草高支路,20:32,06:50,7
浦东78路,沪A60171D,06:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:38,77.5,C,终点ETA多样本共识,是,杨高中路云山路,07:40,06:00,14
浦东78路,沪A60171D,09:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:51,90.5,B,终点ETA多样本共识,是,丁香路金松路,10:54,06:00,14
浦东78路,沪A60171D,15:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:18,88.0,A,终点ETA多样本共识,是,丁香路金松路,17:17,06:00,14
浦东78路,沪A60171D,19:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:37,82.1,A,终点ETA多样本共识,是,杨高中路云山路,20:40,06:00,14
浦东78路,沪A60171D,07:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:03,83.0,B,终点ETA多样本共识,是,大同路和龙路,09:06,06:00,14
浦东78路,沪A60171D,10:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,14
浦东78路,沪A60171D,10:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:24,88.9,B,终点ETA多样本共识,是,大同路和龙路,12:28,06:00,14
浦东78路,沪A60171D,17:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:48,88.5,B,终点ETA多样本共识,是,和龙路草高支路,18:52,06:00,14
浦东78路,沪A66391D,06:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:06,81.4,B,终点ETA多样本共识,是,丁香路长柳路,08:07,06:00,6
浦东78路,沪A66391D,10:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:18,77.7,A,终点ETA多样本共识,是,港城路地铁站,11:21,06:00,6
浦东78路,沪A66391D,16:37,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:06,88.7,A,终点ETA多样本共识,是,芳甸路杨高中路,18:08,06:00,6
浦东78路,沪A66391D,19:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,杨高北路洲海路（外高桥保税区）,20:05,06:00,6
浦东78路,沪A66391D,08:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:35,80.1,B,终点ETA多样本共识,是,大同路和龙路,09:39,06:00,6
浦东78路,沪A66391D,11:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:41,76.4,A,终点近站ETA确认,是,和龙路草高支路,12:41,06:00,6
浦东78路,沪A66391D,18:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:00,6
浦东78路,沪A66391D,18:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:25,79.7,B,终点ETA多样本共识,是,和龙路清溪路,19:26,06:00,6
