线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东35路,沪A62981D,12:40,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:43,122.6,C,终点ETA多样本共识,是,东波路莱阳路,14:45,06:51,4
浦东35路,沪A65668D,09:15,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,19
浦东35路,沪A65668D,09:17,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:19,121.6,B,终点ETA多样本共识,是,康丽路康弘路,11:26,06:01,19
浦东35路,沪A65668D,14:35,东高路张杨北路,康恩路康浦路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,16:38,122.6,B,终点ETA多样本共识,否,沪南路御桥路,16:43,06:01,19
浦东35路,沪A65668D,06:31,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:12,160.8,A,终点近站ETA确认,是,东高路张杨北路,09:12,06:01,19
浦东35路,沪A65668D,11:50,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:03,133.5,C,终点ETA多样本共识,是,东葛路东靖路,14:08,06:01,19
浦东35路,沪A67057D,07:41,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,东高路张杨北路,08:15,07:20,16
浦东35路,沪A67057D,07:54,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:12,138.0,A,终点近站ETA确认,是,康恩路康浦路,10:12,07:20,16
浦东35路,沪A67057D,11:00,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:12,132.0,C,终点ETA多样本共识,是,东葛路东靖路,13:17,07:20,16
浦东35路,沪A67712D,08:06,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:32,145.6,B,终点ETA多样本共识,是,康弘路康丽路,10:35,06:40,14
浦东35路,沪A67712D,13:45,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:54,128.9,B,终点ETA多样本共识,是,康丽路康弘路,15:56,06:40,14
浦东35路,沪A67712D,11:15,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:22,127.0,A,终点近站ETA确认,是,东高路张杨北路,13:22,06:40,14
浦东35路,沪A68261D,11:20,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:27,127.0,B,终点ETA多样本共识,是,康丽路康弘路,13:30,06:51,7
浦东35路,沪A68261D,08:18,康恩路康浦路,东高路张杨北路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,东波路莱阳路,10:32,06:51,7
浦东35路,沪A68375D,16:15,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:27,3
浦东35路,沪A68375D,13:05,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:07,121.9,C,终点ETA多样本共识,是,东葛路东靖路,15:12,07:27,3
浦东35路,沪A68895D,16:00,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,
浦东35路,沪A68895D,08:30,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,10:53,143.0,C,终点ETA多样本共识,否,东葛路东靖路,11:00,06:01,
浦东35路,沪A70597D,08:35,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:02,147.1,A,终点近站ETA确认,是,康恩路康浦路,11:02,06:01,10
浦东35路,沪A70597D,14:10,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:07,117.4,B,终点ETA多样本共识,是,周东路川周公路,16:15,06:01,10
浦东35路,沪A70597D,11:25,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:32,126.9,B,终点ETA多样本共识,是,东葛路东靖路,13:35,06:01,10
浦东35路,沪A71572D,08:18,东高路张杨北路,康恩路康浦路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,11
浦东35路,沪A71572D,08:20,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:39,138.6,B,终点ETA多样本共识,是,康弘路康丽路,10:46,06:01,11
浦东35路,沪A71572D,14:20,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:27,127.0,C,终点ETA多样本共识,是,长岛路张杨北路,16:35,06:01,11
浦东35路,沪A72873D,10:00,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:04,124.5,B,终点ETA多样本共识,是,康弘路康丽路,12:05,06:20,20
浦东35路,沪A72873D,15:00,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,丁香路锦绣路,16:55,06:20,20
浦东35路,沪A72873D,06:54,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:48,174.0,C,终点ETA多样本共识,是,东波路莱阳路,09:58,06:20,20
浦东35路,沪A72873D,12:15,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:18,123.4,C,终点ETA多样本共识,是,东高路张杨北路,14:24,06:20,20
浦东35路,沪A73927D,10:30,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,康丽路康弘路,12:37,07:10,21
浦东35路,沪A73927D,07:30,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:15,164.6,B,终点ETA多样本共识,是,东葛路东靖路,10:20,07:10,21
浦东35路,沪A73927D,13:30,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:33,122.9,C,终点ETA多样本共识,是,东葛路东靖路,15:37,07:10,21
浦东35路,沪A79307D,12:30,康恩路康浦路,东高路张杨北路,运行异常待查,旧轨迹模型发现疑似折返信号，但新规则要求：同向连续3次未采到后启动5分钟定向反向追踪，并确认反向推进≥5站；当前尚未取得该确认,,,D,,否,沪南路高科西路,13:24,09:50,
浦东35路,沪A90275D,11:00,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:14,134.4,B,终点ETA多样本共识,是,康丽路康弘路,13:17,07:20,22
浦东35路,沪A90275D,07:54,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:41,167.0,B,终点ETA多样本共识,是,东葛路东靖路,10:45,07:20,22
浦东35路,沪A90275D,13:55,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:10,134.9,C,终点ETA多样本共识,是,东波路莱阳路,16:15,07:20,22
浦东35路,沪A92076D,10:40,东高路张杨北路,康恩路康浦路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,12:39,118.9,A,终点ETA多样本共识,否,康弘路康丽路,12:42,07:20,25
浦东35路,沪A92076D,07:42,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:31,169.0,B,终点ETA多样本共识,是,东葛路东靖路,10:36,07:20,25
浦东35路,沪A92076D,16:15,康恩路康浦路,东高路张杨北路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:20,25
浦东35路,沪A95621D,08:55,东高路张杨北路,康恩路康浦路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,11:02,127.0,B,终点ETA多样本共识,否,康弘路康丽路,11:08,06:01,18
浦东35路,沪A95621D,06:10,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:27,136.9,C,终点ETA多样本共识,是,东葛路东靖路,08:35,06:01,18
浦东35路,沪A95621D,14:45,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,16:41,116.3,C,末次终点ETA,否,锦绣路罗山路,16:41,06:01,18
