临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A35717D,1,金杨路金口路,07:30,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:43,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:01,SHMAAS,,,,,07:30,计划发车,A,终点ETA确认/一致估算,是,4,3,69.7,2/11
,沪A55712D,0,川沙客运站,07:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:43,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:01,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,5,5,72.2,5/11
,沪A67353D,1,金杨路金口路,07:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:53,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:01,SHMAAS,,,,,07:45,计划发车,A,终点ETA确认/一致估算,是,6,4,72.8,7/11
,沪A68870D,0,川沙客运站,07:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:00,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:11,13:41,SHMAAS,,,,,07:50,计划发车,A,终点ETA确认/一致估算,是,4,4,69.2,1/11
,沪A31073D,1,金杨路金口路,08:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:11,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,12:21,SHMAAS,,,,,08:00,计划发车,A,终点ETA确认/一致估算,是,4,4,70.0,3/11
,沪A67983D,0,川沙客运站,08:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:27,77分钟,,,SHMAAS多次终点ETA一致估算，约±5分钟,5,06:01,14:01,SHMAAS,,,,,08:10,计划发车,A,终点ETA确认/一致估算,是,5,4,72.5,6/11
,沪A32298D,1,金杨路金口路,08:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:32,77分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,14:01,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,5,4,75.2,11/11
,沪A66513D,0,川沙客运站,08:30,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,11:02,SHMAAS,,,,,08:30,计划发车,D,待确认,否,3,2,72.0,4/11
,沪A67026D,1,金杨路金口路,08:31,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:50,79分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,08:31,计划发车,A,终点ETA确认/一致估算,是,5,4,74.0,10/11
,沪A68397D,1,金杨路金口路,08:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:59,74分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,14:01,SHMAAS,,,,,08:45,计划发车,A,终点ETA确认/一致估算,是,5,4,72.8,7/11
,沪A13735A,0,川沙客运站,08:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:03,73分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,14:01,SHMAAS,,,,,08:50,计划发车,A,终点ETA确认/一致估算,是,5,4,73.2,9/11
,沪A55712D,1,金杨路金口路,09:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:12,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,09:00,计划发车,A,终点ETA确认/一致估算,是,5,5,72.2,5/11
,沪A68870D,1,金杨路金口路,09:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:26,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:11,13:41,SHMAAS,,,,,09:15,计划发车,A,终点ETA确认/一致估算,是,4,4,69.2,1/11
,沪A67353D,0,川沙客运站,09:18,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:29,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,09:18,计划发车,A,终点ETA确认/一致估算,是,6,4,72.8,7/11
,沪A67983D,1,金杨路金口路,09:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:52,77分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,09:35,计划发车,A,终点ETA确认/一致估算,是,5,4,72.5,6/11
,沪A31073D,0,川沙客运站,09:46,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,10:56,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,12:21,SHMAAS,,,,,09:46,计划发车,A,终点ETA确认/一致估算,是,4,4,70.0,3/11
,沪A66513D,1,金杨路金口路,09:55,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:07,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,11:02,SHMAAS,,,,,09:55,计划发车,A,终点ETA确认/一致估算,是,3,2,72.0,4/11
,沪A32298D,0,川沙客运站,10:14,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:29,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,14:01,SHMAAS,,,,,10:14,计划发车,A,终点ETA确认/一致估算,是,5,4,75.2,11/11
,沪A13735A,1,金杨路金口路,10:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:31,76分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,10:15,计划发车,A,终点ETA确认/一致估算,是,5,4,73.2,9/11
,沪A68397D,0,川沙客运站,10:42,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:57,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,14:01,SHMAAS,,,,,10:42,计划发车,A,终点ETA确认/一致估算,是,5,4,72.8,7/11
,沪A67353D,1,金杨路金口路,10:43,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,11:56,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:01,SHMAAS,,,,,10:43,计划发车,A,终点ETA确认/一致估算,是,6,4,72.8,7/11
,沪A68870D,0,川沙客运站,11:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:16,66分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:11,13:41,SHMAAS,,,,,11:10,计划发车,A,终点ETA确认/一致估算,是,4,4,69.2,1/11
,沪A31073D,1,金杨路金口路,11:11,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:23,72分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,12:21,SHMAAS,,,,,11:11,计划发车,A,终点ETA确认/一致估算,是,4,4,70.0,3/11
,沪A67026D,0,川沙客运站,11:38,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:48,70分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,11:38,计划发车,A,终点ETA确认/一致估算,是,5,4,74.0,10/11
,沪A32298D,1,金杨路金口路,11:39,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:55,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,14:01,SHMAAS,,,,,11:39,计划发车,A,终点ETA确认/一致估算,是,5,4,75.2,11/11
,沪A55712D,0,川沙客运站,12:06,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:16,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,14:01,SHMAAS,,,,,12:06,计划发车,A,终点ETA确认/一致估算,是,5,5,72.2,5/11
,沪A68397D,1,金杨路金口路,12:07,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:17,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,14:01,SHMAAS,,,,,12:07,计划发车,A,终点ETA确认/一致估算,是,5,4,72.8,7/11
,沪A67983D,0,川沙客运站,12:34,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:42,68分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,14:01,SHMAAS,,,,,12:34,计划发车,A,终点ETA确认/一致估算,是,5,4,72.5,6/11
,沪A68870D,1,金杨路金口路,12:35,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:45,70分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:11,13:41,SHMAAS,,,,,12:35,计划发车,A,终点ETA确认/一致估算,是,4,4,69.2,1/11
,沪A13735A,0,川沙客运站,13:02,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:15,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,13:02,计划发车,A,终点ETA确认/一致估算,是,5,4,73.2,9/11
,沪A67026D,1,金杨路金口路,13:03,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:22,79分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,13:03,计划发车,A,终点ETA确认/一致估算,是,5,4,74.0,10/11
,沪A35717D,0,川沙客运站,13:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:38,68分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,13:30,计划发车,A,终点ETA确认/一致估算,是,4,3,69.7,2/11
,沪A55712D,1,金杨路金口路,13:31,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:50,79分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:01,SHMAAS,,,,,13:31,计划发车,A,终点ETA确认/一致估算,是,5,5,72.2,5/11
,沪A67353D,0,川沙客运站,13:58,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:01,SHMAAS,,,,,13:58,计划发车,D,待确认,否,6,4,72.8,7/11
,沪A67983D,1,金杨路金口路,13:59,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:01,SHMAAS,,,,,13:59,计划发车,D,待确认,否,5,4,72.5,6/11
,沪A32298D,0,川沙客运站,14:26,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:11,14:01,SHMAAS,,,,,14:26,计划发车,D,待确认,否,5,4,75.2,11/11
,沪A13735A,1,金杨路金口路,14:27,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:01,SHMAAS,,,,,14:27,计划发车,D,待确认,否,5,4,73.2,9/11
,沪A67026D,0,川沙客运站,14:52,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:01,SHMAAS,,,,,14:52,计划发车,D,待确认,否,5,4,74.0,10/11
,沪A35717D,1,金杨路金口路,14:55,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:01,SHMAAS,,,,,14:55,计划发车,D,待确认,否,4,3,69.7,2/11
,沪A68397D,0,川沙客运站,15:15,金杨路金口路,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:41,14:01,SHMAAS,,,,,15:15,计划发车,D,待确认,否,5,4,72.8,7/11
,沪A67353D,1,金杨路金口路,15:23,川沙客运站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,14:01,SHMAAS,,,,,15:23,计划发车,D,待确认,否,6,4,72.8,7/11
