线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东35路,沪A15790A,20:30,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,22:26,115.9,B,终点ETA多样本共识,否,长岛路张杨北路,22:33,07:01,5
浦东35路,沪A36993D,09:00,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,康丽路康弘路,11:06,06:01,1
浦东35路,沪A36993D,14:35,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:40,125.0,B,终点ETA多样本共识,是,康丽路康弘路,16:44,06:01,1
浦东35路,沪A36993D,06:31,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:28,116.6,C,终点ETA多样本共识,是,东葛路东靖路,08:33,06:01,1
浦东35路,沪A36993D,11:50,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:48,118.5,B,终点ETA多样本共识,是,东葛路东靖路,13:55,06:01,1
浦东35路,沪A37267D,07:06,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:10,124.0,A,终点ETA多样本共识,是,康弘路康丽路,09:14,06:40,6
浦东35路,沪A37267D,20:05,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,22:01,115.9,B,终点ETA多样本共识,否,东波路莱阳路,22:13,06:40,6
浦东35路,沪A37823D,06:54,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:03,129.1,B,终点ETA多样本共识,是,康丽路康弘路,09:07,06:20,26
浦东35路,沪A37823D,12:30,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:54,143.9,B,终点ETA多样本共识,是,康丽路康弘路,14:59,06:20,26
浦东35路,沪A37823D,09:45,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:59,133.9,B,终点ETA多样本共识,是,东波路莱阳路,12:05,06:20,26
浦东35路,沪A37823D,17:15,康恩路康浦路,东高路张杨北路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,19:23,127.9,B,终点ETA多样本共识,否,东葛路东靖路,19:31,06:20,26
浦东35路,沪A51682D,06:42,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:40,118.0,B,终点ETA多样本共识,是,康弘路康丽路,08:46,06:10,4
浦东35路,沪A51682D,16:45,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:52,126.9,A,终点近站ETA确认,是,康恩路康浦路,18:52,06:10,4
浦东35路,沪A51682D,09:30,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:36,126.2,C,终点ETA多样本共识,是,东葛路东靖路,11:38,06:10,4
浦东35路,沪A51682D,19:40,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:42,122.0,A,终点近站ETA确认,是,东高路张杨北路,21:42,06:10,4
浦东35路,沪A57051D,09:45,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,11:51,125.7,A,终点ETA多样本共识,是,康弘路康丽路,11:55,06:40,7
浦东35路,沪A57051D,19:00,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:47,167.0,D,终点ETA多样本共识,否,周东路川周公路,21:54,06:40,7
浦东35路,沪A57051D,07:06,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:07,121.0,B,终点ETA多样本共识,是,东葛路东靖路,09:16,06:40,7
浦东35路,沪A57051D,15:35,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:41,125.7,B,终点ETA多样本共识,是,东葛路东靖路,17:50,06:40,7
浦东35路,沪A62217D,16:15,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:25,130.0,A,终点ETA多样本共识,是,康丽路康弘路,18:26,07:10,16
浦东35路,沪A62217D,07:24,康恩路康浦路,东高路张杨北路,疑似区间车,同向实际位置连续推进至沪南路高科西路附近后停止；约30分钟后在沪南路北中路附近形成反向连续轨迹（5个采样点），空间衔接符合中途折返,,,D,,否,沪南路高科西路,08:14,07:10,16
浦东35路,沪A62217D,13:05,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:12,127.0,C,终点ETA多样本共识,是,东葛路东靖路,15:17,07:10,16
浦东35路,沪A62217D,19:30,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,锦绣路罗山路,20:43,07:10,16
浦东35路,沪A62880D,09:30,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:43,133.4,A,终点ETA多样本共识,是,康丽路康弘路,11:47,06:20,27
浦东35路,沪A62880D,15:00,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,17:14,133.9,B,终点ETA多样本共识,是,康丽路康弘路,17:16,06:20,27
浦东35路,沪A62880D,06:54,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:12,137.9,A,终点近站ETA确认,是,东高路张杨北路,09:12,06:20,27
浦东35路,沪A62880D,12:15,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:32,137.4,C,终点ETA多样本共识,是,东葛路东靖路,14:43,06:20,27
浦东35路,沪A62981D,08:06,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,康丽路康弘路,10:27,06:50,28
浦东35路,沪A62981D,13:45,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:59,134.4,B,终点ETA多样本共识,是,康丽路康弘路,16:06,06:50,28
浦东35路,沪A62981D,11:15,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:32,137.0,C,终点ETA多样本共识,是,东葛路东靖路,13:38,06:50,28
浦东35路,沪A62981D,18:00,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:22,142.0,A,终点近站ETA确认,是,东高路张杨北路,20:22,06:50,28
浦东35路,沪A65668D,10:00,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,周东路川周公路,12:08,06:50,10
浦东35路,沪A65668D,19:20,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:25,125.5,B,终点ETA多样本共识,是,康弘路康丽路,21:24,06:50,10
浦东35路,沪A65668D,07:18,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:24,126.1,A,终点近站ETA确认,是,东高路张杨北路,09:24,06:50,10
浦东35路,沪A65668D,16:00,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:08,127.9,C,终点ETA多样本共识,是,东葛路东靖路,18:14,06:50,10
浦东35路,沪A67057D,07:42,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:51,129.4,A,终点ETA多样本共识,是,康弘路康丽路,09:53,06:40,21
浦东35路,沪A67057D,13:20,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:34,134.4,B,终点ETA多样本共识,是,康丽路康弘路,15:36,06:40,21
浦东35路,沪A67057D,10:45,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:52,127.0,A,终点近站ETA确认,是,东高路张杨北路,12:52,06:40,21
浦东35路,沪A67057D,17:45,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:54,129.0,A,终点ETA多样本共识,是,东葛路东靖路,19:55,06:40,21
浦东35路,沪A67672D,06:31,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,08:33,121.6,A,终点ETA多样本共识,是,康丽路康弘路,08:36,06:01,20
浦东35路,沪A67672D,12:05,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:14,128.9,B,终点ETA多样本共识,是,康丽路康弘路,14:17,06:01,20
浦东35路,沪A67672D,09:15,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:32,137.0,A,终点近站ETA确认,是,东高路张杨北路,11:32,06:01,20
浦东35路,沪A67672D,17:00,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:12,131.9,A,终点近站ETA确认,是,东高路张杨北路,19:12,06:01,20
浦东35路,沪A67712D,07:54,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:01,127.4,A,终点ETA多样本共识,是,周东路川周公路,10:05,07:20,8
浦东35路,沪A67712D,18:20,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:24,124.4,A,终点ETA多样本共识,是,康丽路康弘路,20:26,07:20,8
浦东35路,沪A67712D,11:00,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:03,123.1,B,终点ETA多样本共识,是,东葛路东靖路,13:07,07:20,8
浦东35路,沪A67712D,20:55,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,锦绣路花木路,22:32,07:20,8
浦东35路,沪A68261D,15:45,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:02,137.1,A,终点近站ETA确认,是,康弘路康丽路,18:02,06:01,19
浦东35路,沪A68261D,08:06,康恩路康浦路,东高路张杨北路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:12,126.0,A,终点近站ETA确认,是,东高路张杨北路,10:12,06:01,19
浦东35路,沪A68261D,18:25,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:31,125.9,C,终点ETA多样本共识,是,东葛路东靖路,20:38,06:01,19
浦东35路,沪A68375D,15:25,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:41,135.9,A,终点ETA多样本共识,是,康弘路康丽路,17:44,07:10,25
浦东35路,沪A68375D,07:12,康恩路康浦路,东高路张杨北路,疑似区间车,同向实际位置连续推进至沪南路华夏西路附近后停止；约20分钟后在浦建路锦绣路附近形成反向连续轨迹（7个采样点），空间衔接符合中途折返,,,D,,否,沪南路华夏西路,08:05,07:10,25
浦东35路,沪A68375D,12:40,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:52,131.9,C,终点ETA多样本共识,是,东葛路东靖路,14:57,07:10,25
浦东35路,沪A68375D,18:10,康恩路康浦路,东高路张杨北路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,锦绣路花木路,19:24,07:10,25
浦东35路,沪A68895D,11:16,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:22,125.9,A,终点近站ETA确认,是,康恩路康浦路,13:22,06:50,14
浦东35路,沪A68895D,19:10,东高路张杨北路,康恩路康浦路,疑似区间车,同向实际位置连续推进至迎春路长柳路附近后停止；约10分钟后在锦绣路花木路附近形成反向连续轨迹（8个采样点），空间衔接符合中途折返,,,D,,否,迎春路长柳路,20:01,06:50,14
浦东35路,沪A68895D,08:18,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:22,124.1,C,终点ETA多样本共识,是,东葛路东靖路,10:28,06:50,14
浦东35路,沪A68895D,16:30,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:42,131.9,A,终点近站ETA确认,是,锦绣路花木路,18:42,06:50,14
浦东35路,沪A70597D,08:18,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,周东路川周公路,10:34,06:01,17
浦东35路,沪A70597D,17:15,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:25,129.6,B,终点ETA多样本共识,是,康丽路康弘路,19:27,06:01,17
浦东35路,沪A70597D,14:25,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:33,127.9,C,终点ETA多样本共识,是,东葛路东靖路,16:38,06:01,17
浦东35路,沪A71572D,10:58,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:05,127.0,B,终点ETA多样本共识,是,康丽路康弘路,13:11,07:30,12
浦东35路,沪A71572D,20:00,东高路张杨北路,康恩路康浦路,运行中待确认,已出现单次同向终点ETA，等待更多采样确认全程运行,22:02,121.9,C,末次终点ETA,否,康恩路康浦路,22:02,07:30,12
浦东35路,沪A71572D,07:54,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:01,126.9,B,终点ETA多样本共识,是,东葛路东靖路,10:07,07:30,12
浦东35路,沪A71572D,13:45,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:51,125.9,C,终点ETA多样本共识,是,东葛路东靖路,15:55,07:30,12
浦东35路,沪A72873D,09:15,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:28,133.0,A,终点ETA多样本共识,是,康丽路康弘路,11:30,06:01,11
浦东35路,沪A72873D,18:00,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:07,126.6,B,终点ETA多样本共识,是,康丽路康弘路,20:11,06:01,11
浦东35路,沪A72873D,06:42,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:43,121.4,B,终点ETA多样本共识,是,东葛路东靖路,08:46,06:01,11
浦东35路,沪A72873D,15:10,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:15,125.0,C,终点ETA多样本共识,是,东波路莱阳路,17:24,06:01,11
浦东35路,沪A73927D,08:45,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:04,138.6,B,终点ETA多样本共识,是,康丽路康弘路,11:07,06:01,24
浦东35路,沪A73927D,17:45,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:00,134.8,B,终点ETA多样本共识,是,康丽路康弘路,20:02,06:01,24
浦东35路,沪A73927D,06:10,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:18,127.9,B,终点ETA多样本共识,是,东葛路东靖路,08:28,06:01,24
浦东35路,沪A73927D,14:45,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:58,133.0,C,终点ETA多样本共识,是,五莲路兰城路,17:06,06:01,24
浦东35路,沪A79307D,09:38,康恩路康浦路,东高路张杨北路,疑似区间车,同向实际位置连续推进至沪南路高科西路附近后停止；约20分钟后在浦建路锦绣路附近形成反向连续轨迹（6个采样点），空间衔接符合中途折返,,,D,,否,沪南路高科西路,10:34,09:01,
浦东35路,沪A79307D,12:28,康恩路康浦路,东高路张杨北路,疑似区间车,同向实际位置连续推进至沪南路高科西路附近后停止；约20分钟后在浦建路锦绣路附近形成反向连续轨迹（6个采样点），空间衔接符合中途折返,,,D,,否,沪南路高科西路,13:24,09:01,
浦东35路,沪A79307D,15:22,康恩路康浦路,东高路张杨北路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,康沈路秀康路,18:55,09:01,
浦东35路,沪A90275D,10:20,东高路张杨北路,康恩路康浦路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,12:23,123.0,B,终点ETA多样本共识,是,康丽路康弘路,12:26,07:01,2
浦东35路,沪A90275D,18:40,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:42,122.1,B,终点ETA多样本共识,是,康丽路康弘路,20:46,07:01,2
浦东35路,沪A90275D,07:30,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:29,119.0,B,终点ETA多样本共识,是,东波路莱阳路,09:37,07:01,2
浦东35路,沪A90275D,13:25,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:26,121.4,C,终点ETA多样本共识,是,东葛路东靖路,15:35,07:01,2
浦东35路,沪A92076D,10:40,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:48,128.1,B,终点ETA多样本共识,是,康丽路康弘路,12:50,07:20,18
浦东35路,沪A92076D,19:40,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:42,122.0,B,终点ETA多样本共识,是,康丽路康弘路,21:50,07:20,18
浦东35路,沪A92076D,07:42,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:02,140.1,A,终点近站ETA确认,是,东高路张杨北路,10:02,07:20,18
浦东35路,沪A92076D,16:15,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:22,127.1,B,终点ETA多样本共识,是,东波路莱阳路,18:32,07:20,18
浦东35路,沪A95621D,08:30,东高路张杨北路,康恩路康浦路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,康丽路康弘路,10:48,06:01,22
浦东35路,沪A95621D,14:10,东高路张杨北路,康恩路康浦路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:22,131.9,A,终点近站ETA确认,是,康恩路康浦路,16:22,06:01,22
浦东35路,沪A95621D,11:25,康恩路康浦路,东高路张杨北路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:39,133.9,C,终点ETA多样本共识,是,东葛路东靖路,13:45,06:01,22
