临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A15330A,0,东高路张杨北路,06:05,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:15,130分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:20,SHMAAS,,,,,06:05,计划发车,A,终点ETA确认/一致估算,是,3,2,136.0,14/28
,沪A70597D,1,康恩路康浦路,06:10,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:22,132分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,14:31,SHMAAS,,,,,06:10,计划发车,A,终点ETA确认/一致估算,是,4,2,134.5,11/28
,沪A68895D,0,东高路张杨北路,06:18,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:25,127分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:20,SHMAAS,,,,,06:18,计划发车,A,终点ETA确认/一致估算,是,3,3,130.0,3/28
,沪A02316D,0,东高路张杨北路,06:31,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:43,132分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:20,SHMAAS,,,,,06:31,计划发车,A,终点ETA确认/一致估算,是,4,4,136.5,16/28
,沪A95621D,1,康恩路康浦路,06:31,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:41,130分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:20,SHMAAS,,,,,06:31,计划发车,A,终点ETA确认/一致估算,是,4,3,132.7,6/28
,沪A09172D,0,东高路张杨北路,06:45,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:51,126分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:10,17:20,SHMAAS,,,,,06:45,计划发车,A,终点ETA确认/一致估算,是,3,3,128.3,2/28
,沪A73927D,1,康恩路康浦路,06:54,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:10,136分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:20,SHMAAS,,,,,06:54,计划发车,A,终点ETA确认/一致估算,是,4,4,139.0,20/28
,沪A05218D,0,东高路张杨北路,07:00,康恩路康浦路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:05,125分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:10,SHMAAS,,,,,07:00,计划发车,A,终点ETA确认/一致估算,是,4,3,132.7,6/28
,沪A65668D,1,康恩路康浦路,07:06,东高路张杨北路,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:12,126分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:21,17:20,SHMAAS,,,,,07:06,计划发车,A,终点ETA确认/一致估算,是,3,3,138.7,19/28
,沪A67057D,1,康恩路康浦路,07:12,东高路张杨北路,疑似区间车,原方向在全程33%处后消失；随后反向物理轨迹由seq38推进至seq63，推进25站，达到≥2站确认条件,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:40,17:20,SHMAAS,物理seq22（站名待映射）,08:00,08:05,折返点按重建物理位置seq22映射；到达按末次同向ETA估算；折返发车结合首次反向物理观测取区间中点，约±5分钟；反向位置物理seq38（站名待映射） ETA 9分钟参与校验,07:12,计划发车,D,待确认,否,3,1,137.0,17/28
