临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A55150D,0,港城路地铁站,06:20,锦带路迎春路（浦东新区办公中心）,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:00,12:40,SHMAAS,,,,,06:20,计划发车,D,待确认,否,4,2,88.0,13/15
,沪A55207D,1,锦带路迎春路（浦东新区办公中心）,06:40,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,07:51,71分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:30,13:20,SHMAAS,,,,,06:40,计划发车,A,终点ETA确认/一致估算,是,5,4,78.8,2/15
,沪A36809D,0,港城路地铁站,06:45,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:08,83分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:00,13:00,SHMAAS,,,,,06:45,计划发车,A,终点ETA确认/一致估算,是,4,4,84.2,9/15
,沪A35616D,1,锦带路迎春路（浦东新区办公中心）,07:00,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:25,85分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:30,13:20,SHMAAS,,,,,07:00,计划发车,A,终点ETA确认/一致估算,是,4,2,89.0,14/15
,沪A35591D,0,港城路地铁站,07:10,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:35,85分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:00,13:20,SHMAAS,,,,,07:10,计划发车,A,终点ETA确认/一致估算,是,3,2,84.5,10/15
,沪A66391D,1,锦带路迎春路（浦东新区办公中心）,07:20,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:41,81分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:00,11:40,SHMAAS,,,,,07:20,计划发车,A,终点ETA确认/一致估算,是,3,3,80.7,5/15
,沪A56630D,0,港城路地铁站,07:35,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,08:55,80分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:30,09:10,SHMAAS,,,,,07:35,计划发车,A,终点ETA确认/一致估算,是,2,1,80.0,3/15
,沪A55150D,1,锦带路迎春路（浦东新区办公中心）,07:40,港城路地铁站,待确认,既无可靠终点到达证据，也未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:00,12:40,SHMAAS,,,,,07:40,计划发车,D,待确认,否,4,2,88.0,13/15
,沪A59117D,0,港城路地铁站,07:55,锦带路迎春路（浦东新区办公中心）,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:19,84分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:50,13:20,SHMAAS,,,,,07:55,计划发车,A,终点ETA确认/一致估算,是,3,2,81.0,6/15
,沪A35172D,1,锦带路迎春路（浦东新区办公中心）,08:00,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:21,81分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,07:10,12:40,SHMAAS,,,,,08:00,计划发车,A,终点ETA确认/一致估算,是,3,2,85.0,11/15
,沪A36809D,1,锦带路迎春路（浦东新区办公中心）,08:15,港城路地铁站,全程车,已取得可靠同向线路终点ETA，按全程车保护,09:41,86分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:00,13:00,SHMAAS,,,,,08:15,计划发车,A,终点ETA确认/一致估算,是,4,4,84.2,9/15
