临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A67983D,0,川沙客运站,16:12,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:30,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:02,21:22,SHMAAS,,,,,16:12,计划发车,A,终点ETA确认/一致估算,是,8,8,78.2,10/14
,沪A12050A,1,金杨路金口路,16:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:38,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:31,SHMAAS,,,,,16:20,计划发车,A,终点ETA确认/一致估算,是,4,4,74.2,5/14
,沪A67026D,0,川沙客运站,16:24,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:46,82分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,19:21,SHMAAS,,,,,16:24,计划发车,A,终点ETA确认/一致估算,是,6,6,79.2,11/14
,沪A13735A,0,川沙客运站,16:36,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:56,80分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,19:41,SHMAAS,,,,,16:36,计划发车,A,终点ETA确认/一致估算,是,7,7,79.3,13/14
,沪A66513D,1,金杨路金口路,16:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:06,86分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,21:11,SHMAAS,,,,,16:40,计划发车,A,终点ETA确认/一致估算,是,8,8,73.9,3/14
,沪A02126A,0,川沙客运站,16:48,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:05,77分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:21,19:41,SHMAAS,,,,,16:48,计划发车,A,终点ETA确认/一致估算,是,6,6,76.5,6/14
,沪A55712D,1,金杨路金口路,17:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:20,80分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,21:22,SHMAAS,,,,,17:00,计划发车,A,终点ETA确认/一致估算,是,8,8,74.0,4/14
,沪A67353D,0,川沙客运站,17:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:26,86分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,20:01,SHMAAS,,,,,17:00,计划发车,A,终点ETA确认/一致估算,是,7,7,78.0,8/14
,沪A08953A,0,川沙客运站,17:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:33,78分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:51,20:11,SHMAAS,,,,,17:15,计划发车,A,终点ETA确认/一致估算,是,6,6,73.3,1/14
,沪A31073D,1,金杨路金口路,17:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:46,91分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,18:42,SHMAAS,,,,,17:15,计划发车,A,终点ETA确认/一致估算,是,6,6,79.2,11/14
,沪A32298D,0,川沙客运站,17:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,18:52,82分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,20:21,SHMAAS,,,,,17:30,计划发车,A,终点ETA确认/一致估算,是,7,7,77.3,7/14
,沪A35717D,1,金杨路金口路,17:30,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:00,90分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,21:22,SHMAAS,,,,,17:30,计划发车,A,终点ETA确认/一致估算,是,9,9,83.2,14/14
,沪A67983D,1,金杨路金口路,17:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:16,91分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:02,21:22,SHMAAS,,,,,17:45,计划发车,A,终点ETA确认/一致估算,是,8,8,78.2,10/14
,沪A68397D,0,川沙客运站,17:50,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:08,78分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,20:41,SHMAAS,,,,,17:50,计划发车,A,终点ETA确认/一致估算,是,7,7,78.0,8/14
,沪A67026D,1,金杨路金口路,18:01,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:27,86分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,19:21,SHMAAS,,,,,18:01,计划发车,A,终点ETA确认/一致估算,是,6,6,79.2,11/14
,沪A13735A,1,金杨路金口路,18:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:46,91分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,19:41,SHMAAS,,,,,18:15,计划发车,A,终点ETA确认/一致估算,是,7,7,79.3,13/14
,沪A68870D,0,川沙客运站,18:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:29,74分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,21:01,SHMAAS,,,,,18:15,计划发车,A,终点ETA确认/一致估算,是,8,8,73.4,2/14
,沪A02126A,1,金杨路金口路,18:31,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:49,78分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:21,19:41,SHMAAS,,,,,18:31,计划发车,A,终点ETA确认/一致估算,是,6,6,76.5,6/14
,沪A66513D,0,川沙客运站,18:40,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,19:46,66分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,21:11,SHMAAS,,,,,18:40,计划发车,A,终点ETA确认/一致估算,是,8,8,73.9,3/14
,沪A67353D,1,金杨路金口路,18:45,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:02,77分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,20:01,SHMAAS,,,,,18:45,计划发车,A,终点ETA确认/一致估算,是,7,7,78.0,8/14
,沪A08953A,1,金杨路金口路,19:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:20,80分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:51,20:11,SHMAAS,,,,,19:00,计划发车,A,终点ETA确认/一致估算,是,6,6,73.3,1/14
,沪A55712D,0,川沙客运站,19:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:18,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:41,21:22,SHMAAS,,,,,19:05,计划发车,A,终点ETA确认/一致估算,是,8,8,74.0,4/14
,沪A32298D,1,金杨路金口路,19:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:30,75分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,20:21,SHMAAS,,,,,19:15,计划发车,A,终点ETA确认/一致估算,是,7,7,77.3,7/14
,沪A35717D,0,川沙客运站,19:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,20:45,75分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:11,21:22,SHMAAS,,,,,19:30,计划发车,A,终点ETA确认/一致估算,是,9,9,83.2,14/14
