线路,车牌号,方向,发车时间,计划发车时间,发车时间依据,到达时间,全程时间,班次类型,班次类型判定依据,到达置信度,到达估算方法,参与车速排名,本车首次观测,最后可靠采集站点,最后可靠预计到达时间,备注,当日车速排名,当日计入排名班次,当日平均全程时间（分钟）
182路,沪A12050A,0,07:36,07:36,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:11,金杨路金口路,09:17,存在终点ETA，但运行轨迹仍需复核,1,1,63
182路,沪A12050A,1,09:35,09:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:11,新川路川沙路,10:36,存在终点ETA，但运行轨迹仍需复核,1,1,63
182路,沪A12050A,0,11:30,11:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:11,金杨路金口路,12:41,存在终点ETA，但运行轨迹仍需复核,1,1,63
182路,沪A12050A,1,13:00,13:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:11,新川路川沙路,13:59,存在终点ETA，但运行轨迹仍需复核,1,1,63
182路,沪A12050A,0,16:12,16:12,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:11,金杨路金口路,17:35,存在终点ETA，但运行轨迹仍需复核,1,1,63
182路,沪A12050A,1,17:45,17:45,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:11,长岛路台儿庄路,17:58,,1,1,63
182路,沪A12050A,1,21:15,21:15,SHMAAS待发计划,22:18,63,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:11,,,终点近站ETA推算，约±5分钟,1,1,63
182路,沪A13735A,0,05:50,05:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,06:57,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A13735A,1,07:15,07:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,08:53,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A13735A,0,09:10,09:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,10:17,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A13735A,1,11:05,11:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,川沙客运站,12:22,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A13735A,0,14:20,14:20,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,佳林路金高路,15:10,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A13735A,1,15:40,15:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,16:53,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A13735A,0,17:50,17:50,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,新川路妙境路,18:01,,,0,
182路,沪A31073D,0,06:35,06:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,07:54,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A31073D,1,08:15,08:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,09:32,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A31073D,0,10:15,10:15,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,佳林路金高路,11:11,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A31073D,1,12:00,12:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,华夏三路新德西路,12:53,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A31073D,0,15:45,15:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,16:54,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A31073D,1,17:15,17:15,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:39,,,,,0,
182路,沪A32298D,0,06:20,06:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,金杨路金口路,07:45,存在终点ETA，但运行轨迹仍需复核,5,1,87
182路,沪A32298D,1,07:55,07:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,09:16,存在终点ETA，但运行轨迹仍需复核,5,1,87
182路,沪A32298D,0,09:50,09:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,金杨路金口路,11:02,存在终点ETA，但运行轨迹仍需复核,5,1,87
182路,沪A32298D,1,11:40,11:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,12:42,存在终点ETA，但运行轨迹仍需复核,5,1,87
182路,沪A32298D,0,15:15,15:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,16:17,存在终点ETA，但运行轨迹仍需复核,5,1,87
182路,沪A32298D,1,16:40,16:40,SHMAAS待发计划,18:07,87,全程车,未发现可靠中途折返证据,C,末次终点ETA,是,05:39,,,末次终点ETA推算，约±15分钟,5,1,87
182路,沪A32298D,0,18:40,18:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:39,,,,5,1,87
182路,沪A35717D,1,06:10,06:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,川沙客运站,07:31,存在终点ETA，但运行轨迹仍需复核,7,1,93
182路,沪A35717D,0,08:00,08:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,09:30,存在终点ETA，但运行轨迹仍需复核,7,1,93
182路,沪A35717D,1,10:05,10:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,11:13,存在终点ETA，但运行轨迹仍需复核,7,1,93
182路,沪A35717D,0,13:10,13:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,14:19,存在终点ETA，但运行轨迹仍需复核,7,1,93
182路,沪A35717D,1,14:40,14:40,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,华夏三路新德西路,15:40,存在终点ETA，但运行轨迹仍需复核,7,1,93
182路,沪A35717D,0,16:36,16:36,SHMAAS待发计划,18:09,93,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,05:39,,,末次终点ETA推算，约±10分钟,7,1,93
182路,沪A35717D,1,18:15,18:15,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:39,,,,7,1,93
182路,沪A37508D,0,13:35,13:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,12:37,金杨路金口路,14:42,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A37508D,1,15:00,15:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,12:37,华夏三路新德西路,15:54,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A37508D,0,17:00,17:00,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,12:37,,,,,0,
182路,沪A55712D,1,06:35,06:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,川沙客运站,08:00,存在终点ETA，但运行轨迹仍需复核,2,1,76
182路,沪A55712D,0,08:15,08:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,09:32,存在终点ETA，但运行轨迹仍需复核,2,1,76
182路,沪A55712D,1,10:20,10:20,SHMAAS待发计划,11:36,76,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,05:39,,,多次终点ETA一致推算，约±3分钟,2,1,76
182路,沪A66513D,0,07:00,07:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:26,平度路长岛路,08:17,存在终点ETA，但运行轨迹仍需复核,6,1,90
182路,沪A66513D,1,08:55,08:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:26,新川路川沙路,10:01,存在终点ETA，但运行轨迹仍需复核,6,1,90
182路,沪A66513D,0,15:00,15:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:26,平度路长岛路,16:03,存在终点ETA，但运行轨迹仍需复核,6,1,90
182路,沪A66513D,1,16:20,16:20,SHMAAS待发计划,17:50,90,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:26,,,多次终点ETA一致推算，约±3分钟,6,1,90
182路,沪A67026D,1,05:45,05:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,川沙客运站,06:54,存在终点ETA，但运行轨迹仍需复核,8,1,93
182路,沪A67026D,0,07:24,07:24,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,金杨路金口路,08:52,存在终点ETA，但运行轨迹仍需复核,8,1,93
182路,沪A67026D,1,09:22,09:22,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,10:28,存在终点ETA，但运行轨迹仍需复核,8,1,93
182路,沪A67026D,0,12:45,12:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,13:53,存在终点ETA，但运行轨迹仍需复核,8,1,93
182路,沪A67026D,1,14:15,14:15,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,唐陆公路创新路,15:07,存在终点ETA，但运行轨迹仍需复核,8,1,93
182路,沪A67026D,0,16:24,16:24,SHMAAS待发计划,17:57,93,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:39,,,终点近站ETA推算，约±5分钟,8,1,93
182路,沪A67026D,1,18:01,18:01,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:39,,,,8,1,93
182路,沪A67353D,0,06:05,06:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,07:12,存在终点ETA，但运行轨迹仍需复核,4,1,80
182路,沪A67353D,1,07:35,07:35,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,华夏三路新德西路,08:52,存在终点ETA，但运行轨迹仍需复核,4,1,80
182路,沪A67353D,0,09:30,09:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,金杨路金口路,10:46,存在终点ETA，但运行轨迹仍需复核,4,1,80
182路,沪A67353D,1,11:20,11:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,12:25,存在终点ETA，但运行轨迹仍需复核,4,1,80
182路,沪A67353D,0,14:40,14:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,金杨路金口路,15:49,存在终点ETA，但运行轨迹仍需复核,4,1,80
182路,沪A67353D,1,16:00,16:00,SHMAAS待发计划,17:20,80,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,05:39,,,多次终点ETA一致推算，约±4分钟,4,1,80
182路,沪A67353D,0,18:15,18:15,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:39,,,,4,1,80
182路,沪A67983D,1,06:55,06:55,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,唐陆公路创新路,07:55,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A67983D,0,08:50,08:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,09:55,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A67983D,1,10:50,10:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,11:59,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A67983D,0,14:00,14:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,平度路长岛路,15:05,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A67983D,1,15:20,15:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:39,新川路川沙路,16:38,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A67983D,0,17:30,17:30,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:39,唐陆公路唐镇路,17:58,,,0,
182路,沪A68397D,0,06:48,06:48,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:11,金杨路金口路,08:22,存在终点ETA，但运行轨迹仍需复核,3,1,79
182路,沪A68397D,1,08:35,08:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:11,新川路川沙路,09:45,存在终点ETA，但运行轨迹仍需复核,3,1,79
182路,沪A68397D,0,10:40,10:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:11,平度路长岛路,11:52,存在终点ETA，但运行轨迹仍需复核,3,1,79
182路,沪A68397D,1,12:20,12:20,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:11,华夏三路新德西路,13:17,存在终点ETA，但运行轨迹仍需复核,3,1,79
182路,沪A68397D,0,15:30,15:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:11,平度路长岛路,16:36,存在终点ETA，但运行轨迹仍需复核,3,1,79
182路,沪A68397D,1,17:00,17:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:11,唐陆公路创新路,18:00,,3,1,79
182路,沪A68397D,0,19:05,19:05,SHMAAS待发计划,20:24,79,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:11,,,终点近站ETA推算，约±5分钟,3,1,79
182路,沪A68397D,1,20:30,20:30,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:11,,,,3,1,79
182路,沪A68870D,0,07:12,07:12,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,平度路长岛路,08:26,,,0,
182路,沪A68870D,1,09:10,09:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,新川路川沙路,10:13,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A68870D,0,11:05,11:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,金杨路金口路,12:14,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A68870D,1,12:40,12:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,新川路川沙路,13:44,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A68870D,0,16:00,16:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:39,佳林路金高路,16:55,存在终点ETA，但运行轨迹仍需复核,,0,
182路,沪A68870D,1,17:30,17:30,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:39,东陆路金海路,17:58,,,0,
182路,沪A68870D,1,20:50,20:50,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:39,,,,,0,
浦东35路,沪A05218D,1,08:18,08:18,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:38,,,,,0,
浦东35路,沪A05218D,1,08:20,08:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,莱阳路东陆路,10:31,,,0,
浦东35路,沪A05218D,0,15:45,15:45,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:38,康沈路梓康路,17:53,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A09172D,1,08:06,08:06,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:50,柳埠路长岛路,10:18,,,0,
浦东35路,沪A09172D,0,11:20,11:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,关岳路康达路,13:15,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A09172D,1,16:30,16:30,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:50,,,,,0,
浦东35路,沪A11062A,0,06:36,06:36,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:38,锦绣路花木路,07:57,,,0,
浦东35路,沪A11062A,0,09:24,09:24,SHMAAS待发计划,待确认,,疑似区间车,同车发车64分钟后已反向运行，早于该方向已确认全程最短123分钟的80%阈值（98.2分钟）,D,证据不足,否,05:38,迎春路芳甸路,10:15,,,0,
浦东35路,沪A11062A,0,15:35,15:35,SHMAAS待发计划,待确认,,疑似区间车,同车发车78分钟后已反向运行，早于该方向已确认全程最短123分钟的80%阈值（98.2分钟）,D,证据不足,否,05:38,锦绣路花木路,16:42,,,0,
浦东35路,沪A15330A,1,16:08,16:08,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,09:55,,,,,0,
浦东35路,沪A15790A,0,07:06,07:06,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,关岳路康达路,09:33,,2,1,126
浦东35路,沪A15790A,1,10:00,10:00,SHMAAS待发计划,12:06,126,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:39,,,末次终点ETA推算，约±10分钟,2,1,126
浦东35路,沪A15790A,1,12:08,10:05,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,东葛路东靖路,11:59,存在终点ETA，但运行轨迹仍需复核,2,1,126
浦东35路,沪A15790A,0,16:45,16:45,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:39,锦绣路花木路,18:00,,2,1,126
浦东35路,沪A36993D,1,07:30,07:30,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:24,,,,,0,
浦东35路,沪A36993D,0,10:30,10:30,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:24,,,,,0,
浦东35路,沪A36993D,0,10:40,10:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:24,,,,,0,
浦东35路,沪A36993D,1,13:30,13:30,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:24,,,,,0,
浦东35路,沪A36993D,0,18:40,18:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:24,,,,,0,
浦东35路,沪A37267D,0,06:41,06:41,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,康弘路康丽路,09:29,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A37267D,1,09:40,09:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,东高路张杨北路,11:46,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A37267D,0,16:30,16:30,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:10,沪南路北中路,17:58,,,0,
浦东35路,沪A37823D,0,06:20,06:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,关岳路康达路,08:20,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A37823D,1,09:17,09:17,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东葛路东靖路,11:13,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A37823D,0,12:05,12:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,关岳路康达路,13:56,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A37823D,1,17:00,17:00,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:38,,,,,0,
浦东35路,沪A52272D,0,05:55,05:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,康弘路康丽路,08:21,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A52272D,1,08:55,08:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东高路张杨北路,11:10,存在终点ETA，但运行轨迹仍需复核,,0,
浦东35路,沪A52272D,0,16:15,16:15,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:38,沪南路康花路,18:06,,,0,
浦东35路,沪A55102D,0,06:54,06:54,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,关岳路康达路,09:27,存在终点ETA，但运行轨迹仍需复核,14,2,781
浦东35路,沪A55102D,1,09:47,09:47,SHMAAS待发计划,11:51,124,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:25,,,末次终点ETA推算，约±10分钟,14,2,781
浦东35路,沪A55102D,1,11:53,09:50,终点确认到达+2分钟（覆盖计划时间）,11:51,1438,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:25,,,末次终点ETA推算，约±10分钟,14,2,781
浦东35路,沪A55102D,1,11:53,09:55,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,东高路张杨北路,11:51,存在终点ETA，但运行轨迹仍需复核,14,2,781
浦东35路,沪A55102D,0,12:30,12:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,关岳路康达路,14:19,存在终点ETA，但运行轨迹仍需复核,14,2,781
浦东35路,沪A55102D,1,17:20,17:20,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:25,,,,14,2,781
浦东35路,沪A57051D,1,06:42,06:42,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,东葛路东靖路,09:11,存在终点ETA，但运行轨迹仍需复核,13,2,144.5
浦东35路,沪A57051D,0,09:30,09:30,SHMAAS待发计划,11:50,140,全程车,未发现可靠中途折返证据,C,末次终点ETA,是,05:51,,,末次终点ETA推算，约±15分钟,13,2,144.5
浦东35路,沪A57051D,0,11:52,09:35,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,关岳路康达路,11:34,存在终点ETA，但运行轨迹仍需复核,13,2,144.5
浦东35路,沪A57051D,1,15:10,15:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,东葛路东靖路,17:22,存在终点ETA，但运行轨迹仍需复核,13,2,144.5
浦东35路,沪A57051D,0,18:00,18:00,SHMAAS待发计划,20:29,149,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,05:51,,,末次终点ETA推算，约±10分钟,13,2,144.5
浦东35路,沪A62217D,0,08:06,08:06,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,康恩路康浦路,10:29,存在终点ETA，但运行轨迹仍需复核,7,1,137
浦东35路,沪A62217D,1,11:15,11:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,莱阳路东陆路,12:53,,7,1,137
浦东35路,沪A62217D,0,13:45,13:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,关岳路康达路,15:36,存在终点ETA，但运行轨迹仍需复核,7,1,137
浦东35路,沪A62217D,1,18:25,18:25,SHMAAS待发计划,20:42,137,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:39,,,末次终点ETA推算，约±10分钟,7,1,137
浦东35路,沪A62880D,1,06:30,06:30,SHMAAS待发计划,09:11,161,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:38,,,终点近站ETA推算，约±2分钟,9,3,142
浦东35路,沪A62880D,1,09:13,06:31,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东高路张杨北路,09:11,存在终点ETA，但运行轨迹仍需复核,9,3,142
浦东35路,沪A62880D,0,09:10,09:10,SHMAAS待发计划,11:30,140,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,05:38,,,多次终点ETA一致推算，约±3分钟,9,3,142
浦东35路,沪A62880D,0,11:32,09:14,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,康弘路康丽路,11:24,存在终点ETA，但运行轨迹仍需复核,9,3,142
