线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A51173D,18:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,港城路地铁站,18:38,06:30,5
浦东78路,沪A51173D,18:01,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:21,79.7,B,终点ETA多样本共识,是,杨高中路云山路,19:21,06:30,5
浦东78路,沪A51173D,09:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:32,71.6,A,终点ETA多样本共识,是,和龙路清溪路,10:36,06:30,5
浦东78路,沪A51173D,12:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:08,78.4,B,终点ETA多样本共识,是,大同路和龙路,14:08,06:30,5
浦东78路,沪A51173D,16:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:36,81.5,A,终点ETA多样本共识,是,和龙路清溪路,17:36,06:30,5
浦东78路,沪A52736D,13:05,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:22,77.4,B,终点ETA多样本共识,是,芳甸路杨高中路,14:26,12:00,7
浦东78路,沪A52736D,16:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:41,80.7,B,终点ETA多样本共识,是,丁香路长柳路,17:44,12:00,7
浦东78路,沪A52736D,19:58,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:16,77.5,A,终点ETA多样本共识,是,芳甸路杨高中路,21:16,12:00,7
浦东78路,沪A52736D,14:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:44,73.5,A,终点ETA多样本共识,是,大同路和龙路,15:47,12:00,7
浦东78路,沪A52736D,17:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:08,78.4,A,终点ETA多样本共识,是,大同路石家街（市七医院）,19:10,12:00,7
浦东78路,沪A52736D,21:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,22:52,72.4,C,末次终点ETA,否,芳甸路杨高中路,22:52,12:00,7
浦东78路,沪A53629D,09:17,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,09:00,1
浦东78路,沪A53629D,09:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:49,78.6,B,终点ETA多样本共识,是,杨高中路云山路,10:54,09:00,1
浦东78路,沪A53629D,12:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:51,71.4,A,终点近站ETA确认,是,丁香路合欢路,13:51,09:00,1
浦东78路,沪A53629D,16:01,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,已取得接近终点的同向ETA证据；按全程运行处理,17:12,71.5,A,终点ETA多样本共识,是,丁香路长柳路,17:13,09:00,1
浦东78路,沪A53629D,19:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:42,72.5,B,终点ETA多样本共识,是,丁香路长柳路,20:44,09:00,1
浦东78路,沪A53629D,10:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:11,76.4,A,终点近站ETA确认,是,和龙路草高支路,12:11,09:00,1
浦东78路,沪A53629D,14:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:22,77.5,B,终点ETA多样本共识,是,大同路清溪路,15:22,09:00,1
浦东78路,沪A53629D,17:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,已取得接近终点的同向ETA证据；按全程运行处理,18:41,70.5,A,终点ETA多样本共识,是,和龙路清溪路,18:45,09:00,1
浦东78路,沪A55150D,07:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:33,83.0,B,终点ETA多样本共识,是,丁香路长柳路,08:34,06:00,15
浦东78路,沪A55150D,13:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:56,85.8,B,终点ETA多样本共识,是,杨高中路云山路,15:00,06:00,15
浦东78路,沪A55150D,16:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:19,83.7,B,终点ETA多样本共识,是,丁香路长柳路,18:23,06:00,15
浦东78路,沪A55150D,08:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:11,86.5,A,终点近站ETA确认,是,和龙路草高支路,10:11,06:00,15
浦东78路,沪A55150D,14:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:25,89.5,B,终点ETA多样本共识,是,和龙路清溪路,16:26,06:00,15
浦东78路,沪A55150D,18:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:52,87.4,A,终点ETA多样本共识,是,和龙路清溪路,19:55,06:00,15
浦东78路,沪A55207D,09:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,港城路地铁站,09:22,06:00,11
浦东78路,沪A55207D,09:02,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:23,80.5,A,终点ETA多样本共识,是,丁香路长柳路,10:24,06:00,11
浦东78路,沪A55207D,15:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,张杨北路博兴路,16:47,06:00,11
浦东78路,沪A55207D,19:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:34,79.5,B,终点ETA多样本共识,是,丁香路金松路,20:36,06:00,11
浦东78路,沪A55207D,07:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:41,81.4,A,终点近站ETA确认,是,和龙路草高支路,08:41,06:00,11
浦东78路,沪A55207D,10:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:49,83.9,B,终点ETA多样本共识,是,大同路石家街（市七医院）,11:49,06:00,11
浦东78路,沪A55207D,17:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:39,79.4,B,终点ETA多样本共识,是,和龙路花山路,18:42,06:00,11
浦东78路,沪A56123D,09:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:56,71.4,B,终点ETA多样本共识,是,芳甸路杨高中路,10:56,07:10,3
浦东78路,沪A56123D,14:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:51,81.5,A,终点近站ETA确认,是,丁香路合欢路,15:51,07:10,3
浦东78路,沪A56123D,17:42,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:01,79.5,B,终点ETA多样本共识,是,丁香路长柳路,19:04,07:10,3
浦东78路,沪A56123D,08:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:23,82.5,A,终点近站ETA确认,是,和龙路草高支路,09:24,07:10,3
浦东78路,沪A56123D,11:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:24,73.6,A,终点ETA多样本共识,是,和龙路清溪路,12:26,07:10,3
浦东78路,沪A56123D,16:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:10,3
浦东78路,沪A56123D,16:01,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,大同路和龙路,17:16,07:10,3
浦东78路,沪A56123D,19:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:51,71.5,A,终点近站ETA确认,是,和龙路草高支路,20:52,07:10,3
浦东78路,沪A56630D,09:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,08:40,
浦东78路,沪A57022D,06:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:11,86.4,A,终点近站ETA确认,是,丁香路合欢路,08:11,06:00,14
浦东78路,沪A57022D,10:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:21,81.4,A,终点ETA多样本共识,是,港城路地铁站,11:23,06:00,14
浦东78路,沪A57022D,16:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:53,83.3,A,终点ETA多样本共识,是,丁香路长柳路,17:54,06:00,14
浦东78路,沪A57022D,19:35,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金高路俱进路,20:11,06:00,14
浦东78路,沪A57022D,08:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:42,87.4,B,终点ETA多样本共识,是,和龙路清溪路,09:46,06:00,14
浦东78路,沪A57022D,11:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:51,86.4,A,终点近站ETA确认,是,和龙路草高支路,12:51,06:00,14
浦东78路,沪A57022D,18:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:21,81.4,A,终点近站ETA确认,是,和龙路草高支路,19:21,06:00,14
浦东78路,沪A58633D,08:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:36,80.5,B,终点ETA多样本共识,是,丁香路金松路,09:36,06:30,12
浦东78路,沪A58633D,11:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:09,79.4,B,终点ETA多样本共识,是,云山路灵山路,13:14,06:30,12
浦东78路,沪A58633D,15:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:23,83.4,B,终点ETA多样本共识,是,丁香路金松路,16:25,06:30,12
浦东78路,沪A58633D,18:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,杨高北路洲海路（外高桥保税区）,18:44,06:30,12
浦东78路,沪A58633D,06:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:02,81.7,A,终点近站ETA确认,是,和龙路草高支路,08:02,06:30,12
浦东78路,沪A58633D,09:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,12
浦东78路,沪A58633D,09:42,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:11,89.4,A,终点近站ETA确认,是,和龙路草高支路,11:11,06:30,12
浦东78路,沪A58633D,13:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:41,86.5,A,终点近站ETA确认,是,和龙路草高支路,14:41,06:30,12
浦东78路,沪A58633D,16:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:55,85.5,B,终点ETA多样本共识,是,和龙路清溪路,17:55,06:30,12
浦东78路,沪A59117D,10:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:34,74.0,B,终点ETA多样本共识,是,丁香路金松路,11:36,07:50,6
浦东78路,沪A59117D,15:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:35,80.4,B,终点ETA多样本共识,是,杨高中路云山路,16:38,07:50,6
浦东78路,沪A59117D,18:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:46,85.9,B,终点ETA多样本共识,是,杨高中路云山路,19:50,07:50,6
浦东78路,沪A59117D,08:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:43,72.6,B,终点ETA多样本共识,是,大同路和龙路,09:47,07:50,6
浦东78路,沪A59117D,11:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:02,76.7,A,终点近站ETA确认,是,和龙路草高支路,13:02,07:50,6
浦东78路,沪A59117D,16:45,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:02,76.7,A,终点近站ETA确认,是,和龙路草高支路,18:02,07:50,6
浦东78路,沪A59117D,20:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:25,75.4,B,终点ETA多样本共识,是,和龙路花山路,21:25,07:50,6
浦东78路,沪A66391D,08:31,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:56,85.0,B,终点ETA多样本共识,是,芳甸路杨高中路,09:56,06:30,9
浦东78路,沪A66391D,13:50,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:06,75.8,B,终点ETA多样本共识,是,丁香路长柳路,15:05,06:30,9
浦东78路,沪A66391D,17:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:29,79.1,B,终点ETA多样本共识,是,丁香路民生路,18:33,06:30,9
浦东78路,沪A66391D,07:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:21,81.4,A,终点近站ETA确认,是,和龙路草高支路,08:21,06:30,9
浦东78路,沪A66391D,09:55,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:30,9
浦东78路,沪A66391D,10:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:14,74.4,B,终点ETA多样本共识,是,大同路石家街（市七医院）,11:19,06:30,9
浦东78路,沪A66391D,15:20,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:43,83.4,B,终点ETA多样本共识,是,和龙路花山路,16:44,06:30,9
浦东78路,沪A66391D,18:50,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:07,77.4,B,终点ETA多样本共识,是,大同路和龙路,20:08,06:30,9
