线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
浦东78路,沪A35172D,10:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:52,72.4,B,终点ETA多样本共识,是,丁香路长柳路,11:55,08:20,2
浦东78路,沪A35172D,15:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,金杨路云山路,16:50,08:20,2
浦东78路,沪A35172D,18:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:51,71.4,A,终点近站ETA确认,是,丁香路合欢路,19:51,08:20,2
浦东78路,沪A35172D,09:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:21,81.4,A,终点近站ETA确认,是,和龙路草高支路,10:21,08:20,2
浦东78路,沪A35172D,12:05,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:25,80.4,B,终点ETA多样本共识,是,和龙路清溪路,13:26,08:20,2
浦东78路,沪A35172D,17:00,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:15,75.5,A,终点ETA多样本共识,是,和龙路清溪路,18:14,08:20,2
浦东78路,沪A35172D,20:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:56,76.4,B,终点ETA多样本共识,是,和龙路清溪路,21:56,08:20,2
浦东78路,沪A35186D,11:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:18,78.4,B,终点ETA多样本共识,是,杨高中路云山路,12:21,08:40,10
浦东78路,沪A35186D,16:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,金杨路枣庄路,17:30,08:40,10
浦东78路,沪A35186D,19:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,21:00,75.4,A,终点ETA多样本共识,是,丁香路长柳路,21:04,08:40,10
浦东78路,沪A35186D,09:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,大同路石家街（市七医院）,10:29,08:40,10
浦东78路,沪A35186D,12:25,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:52,87.4,B,终点ETA多样本共识,是,和龙路清溪路,13:55,08:40,10
浦东78路,沪A35186D,17:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:02,81.7,A,终点近站ETA确认,是,和龙路草高支路,19:02,08:40,10
浦东78路,沪A35186D,21:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,22:30,79.5,B,终点ETA多样本共识,是,金高路东靖路,22:31,08:40,10
浦东78路,沪A35591D,07:55,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:20,84.5,B,终点ETA多样本共识,是,丁香路民生路,09:22,06:50,8
浦东78路,沪A35591D,14:10,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:23,73.4,A,终点ETA多样本共识,是,丁香路金松路,15:25,06:50,8
浦东78路,沪A35591D,17:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,丁香路金松路,18:44,06:50,8
浦东78路,沪A35591D,09:30,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:43,73.0,A,终点ETA多样本共识,是,和龙路花山路,10:45,06:50,8
浦东78路,沪A35591D,15:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,17:00,80.5,B,终点ETA多样本共识,是,杨高北路航津路,17:05,06:50,8
浦东78路,沪A35591D,19:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:32,76.5,A,终点近站ETA确认,是,和龙路草高支路,20:32,06:50,8
浦东78路,沪A35616D,08:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:10,84.5,B,终点ETA多样本共识,是,丁香路民生路,10:13,08:00,13
浦东78路,沪A35616D,12:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:41,86.4,A,终点近站ETA确认,是,丁香路合欢路,13:41,08:00,13
浦东78路,沪A35616D,15:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,金杨路金桥路,16:56,08:00,13
浦东78路,沪A35616D,19:00,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,20:15,75.4,A,终点ETA多样本共识,是,芳甸路杨高中路,20:18,08:00,13
浦东78路,沪A35616D,10:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,08:00,13
浦东78路,沪A35616D,10:15,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:41,86.4,A,终点近站ETA确认,是,和龙路草高支路,11:41,08:00,13
浦东78路,沪A35616D,13:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:11,91.4,A,终点近站ETA确认,是,和龙路草高支路,15:11,08:00,13
浦东78路,沪A35616D,17:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:30,80.5,B,终点ETA多样本共识,是,和龙路花山路,18:34,08:00,13
浦东78路,沪A36809D,06:20,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:39,78.5,C,终点ETA多样本共识,是,丁香路长柳路,07:34,06:00,4
浦东78路,沪A36809D,09:15,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,和龙路清溪路,09:53,06:00,4
浦东78路,沪A36809D,09:30,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:38,68.4,A,终点ETA多样本共识,是,港城路地铁站,10:41,06:00,4
浦东78路,沪A36809D,16:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,18:02,81.7,A,终点近站ETA确认,是,丁香路合欢路,18:02,06:00,4
浦东78路,沪A36809D,19:40,港城路地铁站,锦带路迎春路（浦东新区办公中心）,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金高路俱进路,20:11,06:00,4
浦东78路,沪A36809D,07:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:58,78.5,B,终点ETA多样本共识,是,和龙路草高支路,09:03,06:00,4
浦东78路,沪A36809D,10:40,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,已取得接近终点的同向ETA证据；按全程运行处理,12:02,81.6,A,终点近站ETA确认,是,和龙路草高支路,12:02,06:00,4
浦东78路,沪A36809D,18:10,锦带路迎春路（浦东新区办公中心）,港城路地铁站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,19:22,71.7,A,终点ETA多样本共识,是,大同路石家街（市七医院）,19:29,06:00,4
浦东78路,沪A51173D,07:35,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:53,78.4,B,终点ETA多样本共识,是,丁香路长柳路,08:53,06:30,5
浦东78路,沪A51173D,11:25,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:38,73.4,B,终点ETA多样本共识,是,杨高中路云山路,12:41,06:30,5
浦东78路,沪A51173D,14:45,港城路地铁站,锦带路迎春路（浦东新区办公中心）,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:03,77.6,B,终点ETA多样本共识,是,芳甸路杨高中路,16:07,06:30,5
