临时车辆编号,车牌号,方向,始发站,发车时间,终点站,班次类型,班次类型判定依据,到达时间,全程时间,车速（km/h）,当日平均车速（km/h）,到达时间说明,到达误差估计（分钟）,本车首次观测,本车末次观测,数据源,区间站,区间站到达时间,区间站折返发车时间,区间时间说明,计划发车时间,发车时间依据,到达置信度,到达估算方法,参与车速排名,当日实际运营次数,当日计入排名班次,当日平均全程时间（分钟）,当日车速排名
,沪A32298D,1,金杨路金口路,10:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:02,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:21,SHMAAS,,,,,10:50,计划发车,A,终点ETA确认/一致估算,是,5,5,79.8,12/15
,沪A55712D,0,川沙客运站,11:05,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:12,67分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:41,17:21,SHMAAS,,,,,11:05,计划发车,A,终点ETA确认/一致估算,是,6,6,76.8,7/15
,沪A68397D,1,金杨路金口路,11:05,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:12,67分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:21,SHMAAS,,,,,11:05,计划发车,A,终点ETA确认/一致估算,是,6,6,72.0,1/15
,沪A68870D,1,金杨路金口路,11:20,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,12:34,75分钟,,,11:41采样：该车到重点站唐陆公路川桥路 ETA 7分钟；叠加该车自身同类时段从该站到终点历史中位数46分钟，约±9分钟,9,06:01,17:21,SHMAAS,,,,,11:20,计划发车,B,同车重点站剩余时间,是,7,7,76.6,6/15
,沪A67983D,0,川沙客运站,11:30,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:44,74分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:02,17:21,SHMAAS,,,,,11:30,计划发车,A,终点ETA确认/一致估算,是,6,6,81.5,14/15
,沪A66513D,1,金杨路金口路,11:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,12:49,69分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:21,SHMAAS,,,,,11:40,计划发车,A,终点ETA确认/一致估算,是,6,6,76.2,5/15
,沪A08953A,0,川沙客运站,11:55,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:04,69分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:21,17:21,SHMAAS,,,,,11:55,计划发车,A,终点ETA确认/一致估算,是,5,5,75.2,2/15
,沪A31073D,1,金杨路金口路,12:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:13,73分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,17:21,SHMAAS,,,,,12:00,计划发车,A,终点ETA确认/一致估算,是,6,6,79.3,11/15
,沪A12050A,0,川沙客运站,12:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:32,72分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,07:51,17:21,SHMAAS,,,,,12:20,计划发车,A,终点ETA确认/一致估算,是,5,5,75.8,4/15
,沪A35717D,1,金杨路金口路,12:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:32,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:11,17:21,SHMAAS,,,,,12:20,计划发车,A,终点ETA确认/一致估算,是,6,6,80.8,13/15
,沪A55712D,1,金杨路金口路,12:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:46,66分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:41,17:21,SHMAAS,,,,,12:40,计划发车,A,终点ETA确认/一致估算,是,6,6,76.8,7/15
,沪A67026D,0,川沙客运站,12:45,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,13:56,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,12:45,计划发车,A,终点ETA确认/一致估算,是,6,5,82.0,15/15
,沪A67983D,1,金杨路金口路,13:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:11,71分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:02,17:21,SHMAAS,,,,,13:00,计划发车,A,终点ETA确认/一致估算,是,6,6,81.5,14/15
,沪A13735A,0,川沙客运站,13:10,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:23,73分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,13:10,计划发车,A,终点ETA确认/一致估算,是,6,6,79.2,10/15
,沪A08953A,1,金杨路金口路,13:25,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:33,68分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:21,17:21,SHMAAS,,,,,13:25,计划发车,A,终点ETA确认/一致估算,是,5,5,75.2,2/15
,沪A67353D,0,川沙客运站,13:35,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:46,71分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,13:35,计划发车,A,终点ETA确认/一致估算,是,6,5,77.2,8/15
,沪A12050A,1,金杨路金口路,13:50,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,14:56,66分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,07:51,17:21,SHMAAS,,,,,13:50,计划发车,A,终点ETA确认/一致估算,是,5,5,75.8,4/15
,沪A32298D,0,川沙客运站,14:00,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,15:12,72分钟,,,按该车自身同方向、同类时段历史全程时间中位数72分钟估算，约±6分钟,6,06:01,17:21,SHMAAS,,,,,14:00,计划发车,B,同车历史全程时间,是,5,5,79.8,12/15
,沪A67026D,1,金杨路金口路,14:15,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:28,73分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:21,SHMAAS,,,,,14:15,计划发车,A,终点ETA确认/一致估算,是,6,5,82.0,15/15
,沪A32899D,0,川沙客运站,14:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:33,73分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,14:01,17:02,SHMAAS,,,,,14:20,计划发车,A,终点ETA确认/一致估算,是,2,2,78.0,9/15
,沪A68397D,0,川沙客运站,14:20,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:05,45分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:21,SHMAAS,,,,,14:20,计划发车,A,终点ETA确认/一致估算,是,6,6,72.0,1/15
,沪A13735A,1,金杨路金口路,14:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:54,74分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:01,17:21,SHMAAS,,,,,14:40,计划发车,A,终点ETA确认/一致估算,是,6,6,79.2,10/15
,沪A68870D,0,川沙客运站,14:40,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,15:46,66分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,14:40,计划发车,A,终点ETA确认/一致估算,是,7,7,76.6,6/15
,沪A02126A,0,川沙客运站,15:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:07,67分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:21,17:21,SHMAAS,,,,,15:00,计划发车,A,终点ETA确认/一致估算,是,4,4,75.2,3/15
,沪A67353D,1,金杨路金口路,15:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:16,76分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,15:00,计划发车,A,终点ETA确认/一致估算,是,6,5,77.2,8/15
,沪A66513D,0,川沙客运站,15:15,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:27,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:21,SHMAAS,,,,,15:15,计划发车,A,终点ETA确认/一致估算,是,6,6,76.2,5/15
,沪A68397D,1,金杨路金口路,15:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:26,66分钟,,,SHMAAS终点ETA近站估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,15:20,计划发车,A,终点ETA确认/一致估算,是,6,6,72.0,1/15
,沪A35717D,0,川沙客运站,15:30,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,16:43,73分钟,,,按该车自身同方向、同类时段历史全程时间中位数73分钟估算，约±12分钟,12,06:11,17:21,SHMAAS,,,,,15:30,计划发车,C,同车历史全程时间,是,6,6,80.8,13/15
,沪A32899D,1,金杨路金口路,15:40,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:03,83分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,14:01,17:02,SHMAAS,,,,,15:40,计划发车,A,终点ETA确认/一致估算,是,2,2,78.0,9/15
,沪A31073D,0,川沙客运站,15:45,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,16:57,72分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,06:01,17:21,SHMAAS,,,,,15:45,计划发车,A,终点ETA确认/一致估算,是,6,6,79.3,11/15
,沪A55712D,0,川沙客运站,16:00,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:12,72分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:41,17:21,SHMAAS,,,,,16:00,计划发车,A,终点ETA确认/一致估算,是,6,6,76.8,7/15
,沪A68870D,1,金杨路金口路,16:00,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:22,82分钟,,,SHMAAS终点近站ETA直接确认，约±2分钟,2,06:01,17:21,SHMAAS,,,,,16:00,计划发车,A,终点ETA确认/一致估算,是,7,7,76.6,6/15
,沪A67983D,0,川沙客运站,16:12,金杨路金口路,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:31,79分钟,,,SHMAAS多次终点ETA一致估算，约±3分钟,3,07:02,17:21,SHMAAS,,,,,16:12,计划发车,A,终点ETA确认/一致估算,是,6,6,81.5,14/15
,沪A02126A,1,金杨路金口路,16:20,川沙客运站,全程车,已取得可靠同向线路终点ETA，按全程车保护,17:41,81分钟,,,SHMAAS多次终点ETA一致估算，约±4分钟,4,06:21,17:21,SHMAAS,,,,,16:20,计划发车,A,终点ETA确认/一致估算,是,4,4,75.2,3/15
,沪A67026D,0,川沙客运站,16:24,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,17:53,90分钟,,,SHMAAS末次终点ETA推算：17:21采样，终点ETA 32分钟,,06:01,17:21,SHMAAS,,,,,16:24,计划发车,C,末次终点ETA兜底,是,6,5,82.0,15/15
,沪A13735A,0,川沙客运站,16:36,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,17:55,80分钟,,,17:21采样：该车到重点站佳林路金高路 ETA 16分钟；叠加该车自身同类时段从该站到终点历史中位数18分钟，约±5分钟,5,06:01,17:21,SHMAAS,,,,,16:36,计划发车,B,同车重点站剩余时间,是,6,6,79.2,10/15
,沪A66513D,1,金杨路金口路,16:40,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,17:58,79分钟,,,17:21采样：该车到重点站唐陆公路创新路 ETA 12分钟；叠加该车自身同类时段从该站到终点历史中位数25分钟，约±5分钟,5,06:01,17:21,SHMAAS,,,,,16:40,计划发车,B,同车重点站剩余时间,是,6,6,76.2,5/15
,沪A08953A,0,川沙客运站,16:48,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,18:09,82分钟,,,17:21采样：该车到重点站唐陆公路锦绣东路 ETA 7分钟；叠加该车自身同类时段从该站到终点历史中位数41分钟，约±5分钟,5,07:21,17:21,SHMAAS,,,,,16:48,计划发车,B,同车重点站剩余时间,是,5,5,75.2,2/15
,沪A35717D,1,金杨路金口路,17:00,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,18:38,99分钟,,,17:21采样：该车到重点站唐陆公路春雅路 ETA 21分钟；叠加该车自身同类时段从该站到终点历史中位数56分钟，约±5分钟,5,06:11,17:21,SHMAAS,,,,,17:00,计划发车,B,同车重点站剩余时间,是,6,6,80.8,13/15
,沪A67353D,0,川沙客运站,17:00,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,17:21,SHMAAS,,,,,17:00,计划发车,D,证据不足,否,6,5,77.2,8/15
,沪A12050A,0,川沙客运站,17:15,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,18:39,84分钟,,,按该车自身同方向、同类时段历史全程时间中位数84分钟估算，约±5分钟,5,07:51,17:21,SHMAAS,,,,,17:15,计划发车,B,同车历史全程时间,是,5,5,75.8,4/15
,沪A31073D,1,金杨路金口路,17:15,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,18:53,98分钟,,,17:21采样：该车到重点站长岛路台儿庄路 ETA 11分钟；叠加该车自身同类时段从该站到终点历史中位数81分钟，约±8分钟,8,06:01,17:21,SHMAAS,,,,,17:15,计划发车,B,同车重点站剩余时间,是,6,6,79.3,11/15
,沪A55712D,1,金杨路金口路,17:30,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:02,92分钟,,,按该车自身同方向、同类时段历史全程时间中位数92分钟估算，约±6分钟,6,06:41,17:21,SHMAAS,,,,,17:30,计划发车,B,同车历史全程时间,是,6,6,76.8,7/15
,沪A68397D,0,川沙客运站,17:30,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,18:59,89分钟,,,按该车自身同方向、同类时段历史全程时间中位数89分钟估算，约±8分钟,8,06:01,17:21,SHMAAS,,,,,17:30,计划发车,B,同车历史全程时间,是,6,6,72.0,1/15
,沪A67983D,1,金杨路金口路,17:45,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:16,92分钟,,,按该车自身同方向、同类时段历史全程时间中位数92分钟估算，约±7分钟,7,07:02,17:21,SHMAAS,,,,,17:45,计划发车,B,同车历史全程时间,是,6,6,81.5,14/15
,沪A32298D,0,川沙客运站,17:50,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:21,91分钟,,,按该车自身同方向、同类时段历史全程时间中位数91分钟估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,17:50,计划发车,B,同车历史全程时间,是,5,5,79.8,12/15
,沪A67026D,1,金杨路金口路,18:01,川沙客运站,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,待确认,待确认,,,尚无满足±5分钟标准的终点ETA,,06:01,17:21,SHMAAS,,,,,18:01,计划发车,D,证据不足,否,6,5,82.0,15/15
,沪A68870D,0,川沙客运站,18:15,金杨路金口路,全程车,未形成反向≥2站物理推进证据或可靠时空矛盾,19:38,83分钟,,,按该车自身同方向、同类时段历史全程时间中位数83分钟估算，约±5分钟,5,06:01,17:21,SHMAAS,,,,,18:15,计划发车,B,同车历史全程时间,是,7,7,76.6,6/15
